Tags,Bid ranges (gross),Bids,Impressions won,Winning bid CPM (gross),Close CPM,Win %
gut_742_4,27.1 - 27.2,1,1,27.144,1.712,100.00%
gut_742_4,3.4 - 3.5,17,17,3.434941177,0.388705882,100.00%
gut_742_4,7.1 - 7.2,11,11,7.161363636,0.725818182,100.00%
gut_742_4,46.4 - 46.5,1,1,46.406,0.44,100.00%
gut_742_4,1.8 - 1.9,249,221,1.836158371,0.38381448,89%
gut_742_4,9.9 - 10,17,17,9.996941177,0.455941177,100.00%
gut_742_4,18.1 - 18.2,1,1,18.124,0.72,100%
gut_742_4,6.7 - 6.8,3,3,6.776,1.744,100%
gut_742_4,3.9 - 4,26,25,3.97244,0.79104,96%
gut_742_4,9.4 - 9.5,1,1,9.468,0,100.00%
gut_742_4,8.7 - 8.8,1,1,8.765,0.72,100%
gut_742_4,8.4 - 8.5,5,5,8.4556,5.1328,100%
gut_742_4,8 - 8.1,57,57,8.001754386,0.710122807,100%
gut_742_4,7.8 - 7.9,4,4,7.8665,0.65,100%
gut_742_4,15 - 15.1,17,17,15.00523529,1.113882353,100%
gut_742_4,14.8 - 14.9,1,1,14.848,4,100%
gut_742_4,5.8 - 5.9,1,1,5.85,0.152,100%
gut_742_4,4.3 - 4.4,15,15,4.315666667,0.603666667,100%
gut_742_4,2.9 - 3,90,80,2.9450375,0.366975,89%
gut_742_4,0.9 - 1,1450,1142,0.933897548,0.404805604,78.76%
gut_742_4,0.3 - 0.4,12527,4239,0.350580797,0.160140835,33.84%
gut_742_4,1.5 - 1.6,524,444,1.52793018,0.369765766,84.73%
gut_742_4,3.2 - 3.3,63,58,3.242344828,0.503068966,92.06%
gut_742_4,5 - 5.1,161,157,5.003286624,0.529375796,97.52%
gut_742_4,8.2 - 8.3,1,1,8.23,0.784,100%
gut_742_4,16.1 - 16.2,1,1,16.131,0.152,100.00%
gut_742_4,10 - 10.1,4,4,10.0145,3.08,100.00%
gut_742_4,8.9 - 9,2,2,8.92,0.72,100%
gut_742_4,6.9 - 7,17,17,6.958235294,0.490294118,100%
gut_742_4,6.5 - 6.6,5,5,6.502,1.5646,100.00%
gut_742_4,6 - 6.1,83,81,6.000320988,0.410740741,98%
gut_742_4,5.3 - 5.4,5,5,5.3392,2.0848,100%
gut_742_4,3.8 - 3.9,59,58,3.822896552,0.690051724,98.31%
gut_742_4,2.4 - 2.5,160,147,2.433816327,0.46492517,92%
gut_742_4,0.5 - 0.6,3421,2169,0.536991701,0.202602121,63%
gut_742_4,15.4 - 15.5,1,1,15.438,0.536,100.00%
gut_742_4,9.6 - 9.7,1,1,9.64,0.192,100%
gut_742_4,4.9 - 5,11,10,4.9434,0.5727,91%
gut_742_4,3.5 - 3.6,75,71,3.530056338,0.537633803,95%
gut_742_4,1.1 - 1.2,626,489,1.140486708,0.473357873,78%
gut_742_4,3.6 - 3.7,26,26,3.630769231,0.503192308,100%
gut_742_4,8.1 - 8.2,1,1,8.135,0.152,100%
gut_742_4,12.3 - 12.4,1,1,12.376,0.152,100%
gut_742_4,42.1 - 42.2,1,1,42.102,1.72,100%
gut_742_4,16.6 - 16.7,2,2,16.666,1.592,100%
