report_date,keyword,rubicon_paid_impressions,rubicon_revenue,dfp_impressions,value_cpm
2016-02-18,gut_778_2,116,0.01,136.0,0.06470588
2016-02-17,gut_778_3,45883,7.76,46492.0,0.14688119
2016-02-18,gut_778_3,37348,5.57,46291.0,0.10588668
2016-02-17,gut_778_5,54116,12.57,54834.0,0.20172885
2016-02-18,gut_778_5,45589,10.42,56507.0,0.1622737
2016-02-17,gut_801_1,164460,23.49,166644.0,0.12404407
2016-02-18,gut_801_1,119704,14.49,148369.0,0.08594248
2016-02-17,gut_801_3,109826,19.84,111284.0,0.15688868
2016-02-18,gut_801_3,79801,13.55,98911.0,0.12055282
2016-02-17,gut_801_5,293706,95.49,297605.0,0.28235815
2016-02-18,gut_801_5,210169,56.74,260496.0,0.19167742
2016-02-17,gut_803_1,36380,8.39,36863.0,0.20028756
2016-02-18,gut_803_1,25956,6.62,32172.0,0.18107671
2016-02-17,gut_803_2,21865,2.83,22155.0,0.11240803
2016-02-18,gut_803_2,14869,1.88,18430.0,0.08976668
2016-02-17,gut_803_3,42281,8.16,42842.0,0.16761122
2016-02-18,gut_803_3,27909,5.15,34592.0,0.13101295
2016-02-17,gut_805_1,74882,12.32,75876.0,0.14288576
2016-02-18,gut_805_1,47180,6.76,58479.0,0.10172541
2016-02-17,gut_805_3,49056,9.82,49698.0,0.17388224
2016-02-18,gut_805_3,32239,6.15,39949.0,0.13547273
2016-02-17,gut_805_5,142258,51.95,144143.0,0.31715727
2016-02-18,gut_805_5,92626,30.65,114808.0,0.23493136
2016-02-17,gut_806_1,75283,12.38,76282.0,0.14281744
2016-02-18,gut_806_1,48302,6.68,59869.0,0.09818771
2016-02-17,gut_806_3,46638,8.65,47246.0,0.16111416
2016-02-18,gut_806_3,32451,5.98,40221.0,0.13083713
2016-02-17,gut_806_5,144241,52.88,146157.0,0.3183864
2016-02-18,gut_806_5,93467,30.23,115850.0,0.22962796
2016-02-17,gut_808_1,195697,32.35,198294.0,0.1435646
2016-02-18,gut_808_1,119706,17.1,148370.0,0.10142212
2016-02-17,gut_808_3,129325,25.84,131022.0,0.17355253
2016-02-18,gut_808_3,81972,15.75,101573.0,0.13645359
2016-02-17,gut_808_5,367125,129.13,371999.0,0.30546965
2016-02-18,gut_808_5,232394,76.32,288045.0,0.23316357
2016-02-17,gut_809_1,75067,12.16,76062.0,0.14068523
2016-02-18,gut_809_1,48558,6.92,60185.0,0.10118136
2016-02-17,gut_809_3,31070,5.66,31482.0,0.15821104
2016-02-18,gut_809_3,21786,4.06,26976.0,0.13244365
2016-02-17,gut_809_5,143057,51.28,144957.0,0.31130886
2016-02-18,gut_809_5,94949,31.54,117687.0,0.23583914
2016-02-18,gut_811_1,15,0.0,19.0,0.0
2016-02-18,gut_811_5,19,0.0,24.0,0.0
2016-02-17,gut_812_1,85607,25.65,86743.0,0.26021696
2016-02-18,gut_812_1,66187,21.5,82034.0,0.23063608
2016-02-17,gut_812_2,62,0.01,18.0,0.48888888
2016-02-18,gut_812_2,33,0.0,14.0,0.0
2016-02-17,gut_812_3,112490,30.78,113982.0,0.23763753
2016-02-18,gut_812_3,83740,23.49,103795.0,0.1991541
2016-02-17,gut_812_4,112396,29.88,113890.0,0.2308754
2016-02-18,gut_812_4,83629,23.01,103655.0,0.19534803
2016-02-17,gut_812_5,122067,45.36,123690.0,0.32271647
2016-02-18,gut_812_5,93772,36.72,116229.0,0.27801668
2016-02-17,gut_813_1,74470,12.0,75459.0,0.13994355
2016-02-18,gut_813_1,45668,6.43,56604.0,0.09996466
2016-02-17,gut_813_3,101702,20.31,103052.0,0.17343477
2016-02-18,gut_813_3,66513,13.35,82440.0,0.14250364
2016-02-17,gut_813_5,141337,50.34,143214.0,0.30932172
2016-02-18,gut_813_5,89925,29.68,111458.0,0.23433401
2016-02-17,gut_814_1,34450,7.35,34906.0,0.18529765
2016-02-18,gut_814_1,29243,6.38,36246.0,0.15489709
2016-02-17,gut_814_2,161,0.02,147.0,0.11972789
2016-02-18,gut_814_2,133,0.02,156.0,0.11282051
2016-02-17,gut_814_3,40283,7.5,40819.0,0.16168941
2016-02-18,gut_814_3,31631,5.07,39206.0,0.11379891
2016-02-17,gut_814_4,39719,7.24,40245.0,0.15831034
2016-02-18,gut_814_4,31103,4.86,38551.0,0.11093876
2016-02-17,gut_814_5,43557,10.26,44135.0,0.20457234
2016-02-18,gut_814_5,35576,8.15,44096.0,0.16264513
2016-02-17,gut_815_1,41776,11.79,42331.0,0.24509697
2016-02-18,gut_815_1,33598,10.12,41644.0,0.21385073
2016-02-17,gut_815_3,2317,0.31,2348.0,0.11618399
2016-02-18,gut_815_3,1623,0.2,2012.0,0.08747515
2016-02-17,gut_815_4,61839,15.84,62660.0,0.22245771
2016-02-18,gut_815_4,49281,12.63,61082.0,0.18195868
2016-02-17,gut_815_5,79922,32.23,80983.0,0.35022659
2016-02-18,gut_815_5,66395,26.87,82293.0,0.28733429
2016-02-17,gut_816_1,76284,12.42,77296.0,0.1413993
2016-02-18,gut_816_1,49789,7.05,61712.0,0.1005315
2016-02-17,gut_816_3,47867,8.89,48495.0,0.16131973
2016-02-18,gut_816_3,33119,6.3,41050.0,0.13505482
2016-02-17,gut_816_5,146426,53.11,148371.0,0.31499957
2016-02-18,gut_816_5,96275,31.77,119328.0,0.23429204
2016-02-17,gut_818_1,431,0.05,437.0,0.1006865
2016-02-18,gut_818_1,233,0.04,289.0,0.12179931
2016-02-17,gut_818_3,155,0.01,157.0,0.05605095
2016-02-18,gut_818_3,73,0.01,90.0,0.09777778
2016-02-17,gut_818_5,592,0.1,600.0,0.14666667
2016-02-18,gut_818_5,414,0.13,513.0,0.22300194
2016-02-18,gut_821_1,29402,3.32,36442.0,0.08017123
2016-02-18,gut_821_3,14584,1.98,18076.0,0.09639301
2016-02-18,gut_821_5,65584,20.58,81289.0,0.22279029
2016-02-17,gut_825_1,304524,79.19,308568.0,0.22584066
2016-02-18,gut_825_1,212257,55.71,263085.0,0.18634585
2016-02-17,gut_825_2,264,0.03,263.0,0.10038023
2016-02-18,gut_825_2,203,0.02,247.0,0.07125506
2016-02-17,gut_825_3,94721,19.42,95939.0,0.17812985
2016-02-18,gut_825_3,64378,13.27,79776.0,0.14637987
2016-02-17,gut_825_4,135950,27.49,137757.0,0.17560777
2016-02-18,gut_825_4,93045,18.71,115325.0,0.14276869
2016-02-17,gut_825_5,352761,127.27,357443.0,0.31332995
2016-02-18,gut_825_5,249604,87.48,309374.0,0.24883281
2016-02-17,gut_826_1,33045,9.59,33484.0,0.2520368
2016-02-18,gut_826_1,12239,3.91,15171.0,0.22680114
2016-02-17,gut_826_3,14340,3.17,14529.0,0.19200221
2016-02-18,gut_826_3,5113,1.13,6338.0,0.15689492
2016-02-17,gut_826_4,13061,2.73,13225.0,0.18165596
2016-02-18,gut_826_4,4598,0.97,5669.0,0.1505733
2016-02-17,gut_826_5,39487,13.87,40011.0,0.30505611
2016-02-18,gut_826_5,14963,5.58,18548.0,0.26474013
2016-02-17,gut_829_1,1704,0.81,1727.0,0.41273885
2016-02-18,gut_829_1,725,0.36,900.0,0.35200001
2016-02-17,gut_829_3,759,0.26,769.0,0.29752925
2016-02-18,gut_829_3,322,0.13,399.0,0.28671678
2016-02-17,gut_829_4,46069,7.76,46680.0,0.14628964
2016-02-18,gut_829_4,37289,5.46,46217.0,0.10396175
2016-02-17,gut_829_5,2094,1.38,2121.0,0.57256011
2016-02-18,gut_829_5,895,0.58,1108.0,0.46064981
2016-02-17,gut_843_1,78580,12.99,79624.0,0.14356475
2016-02-18,gut_843_1,48417,6.64,60011.0,0.09736881
2016-02-17,gut_843_3,51831,10.24,52489.0,0.17167787
2016-02-18,gut_843_3,32322,6.01,40051.0,0.13205164
2016-02-17,gut_843_5,147837,52.18,149798.0,0.30653547
2016-02-18,gut_843_5,93409,30.32,115778.0,0.23045483
2016-02-17,gut_849_1,432006,96.84,437740.0,0.19467994
2016-02-18,gut_849_1,348245,74.44,431636.0,0.15176492
2016-02-17,gut_849_2,351,0.05,354.0,0.12429379
2016-02-18,gut_849_2,255,0.03,315.0,0.08380952
2016-02-17,gut_849_3,236516,48.54,239656.0,0.17823547
2016-02-18,gut_849_3,191979,38.77,237952.0,0.14338018
2016-02-17,gut_849_4,245983,51.55,249249.0,0.18200273
2016-02-18,gut_849_4,199375,41.11,247117.0,0.14639543
2016-02-17,gut_849_5,556448,184.6,563833.0,0.28811369
2016-02-18,gut_849_5,462788,146.52,573607.0,0.22478387
2016-02-17,gut_857,24982,5.01,25313.0,0.17417138
2016-02-18,gut_857,20501,4.5,25410.0,0.15584416
2016-02-17,gut_857_2,21534,3.57,21820.0,0.143978
2016-02-18,gut_857_2,16813,2.6,20838.0,0.1097994
2016-02-17,gut_857_3,13104,1.99,13278.0,0.13188733
2016-02-18,gut_857_3,10637,1.52,13183.0,0.10146401
2016-02-17,gut_858_1,5768,1.84,5845.0,0.2770231
2016-02-18,gut_858_1,5022,1.49,6225.0,0.21063454
2016-02-17,gut_858_3,2955,0.7,2994.0,0.20574482
2016-02-18,gut_858_3,2471,0.54,3063.0,0.15514202
2016-02-17,gut_858_4,2893,0.68,2931.0,0.2041624
2016-02-18,gut_858_4,2420,0.53,2999.0,0.1555185
2016-02-17,gut_858_5,6708,2.43,6797.0,0.3146094
2016-02-18,gut_858_5,5900,2.02,7313.0,0.24307398
2016-02-18,gut_862_5,14,0.02,17.0,1.03529409
2016-02-17,gut_870_1,615800,188.25,623975.0,0.26549141
2016-02-18,gut_870_1,461876,144.62,572482.0,0.22230497
2016-02-17,gut_870_2,3769,0.71,3800.0,0.16442105
2016-02-18,gut_870_2,2926,0.48,3603.0,0.11723563
2016-02-17,gut_870_3,614792,142.0,622955.0,0.20059234
2016-02-18,gut_870_3,445581,104.17,552283.0,0.16598302
2016-02-17,gut_870_4,617692,138.76,625892.0,0.19509563
2016-02-18,gut_870_4,447988,101.38,555267.0,0.16066937
2016-02-17,gut_870_5,722273,241.21,731862.0,0.29003392
2016-02-18,gut_870_5,535618,183.04,663880.0,0.24262697
2016-02-17,gut_871_5,43710,19.18,44290.0,0.38108829
2016-02-18,gut_871_5,25240,12.09,31284.0,0.34008439
2016-02-17,gut_876_1,37385,15.11,37881.0,0.35101501
2016-02-18,gut_876_1,27404,13.23,33965.0,0.34277638
2016-02-17,gut_876_2,738,0.13,740.0,0.15459459
2016-02-18,gut_876_2,404,0.08,496.0,0.14193548
2016-02-17,gut_876_3,187433,51.74,189921.0,0.23973758
2016-02-18,gut_876_3,124495,39.15,154307.0,0.22326921
2016-02-17,gut_876_4,185622,49.61,188086.0,0.23211085
2016-02-18,gut_876_4,123214,37.43,152719.0,0.21567978
2016-02-17,gut_876_5,230331,99.27,233388.0,0.37430201
2016-02-18,gut_876_5,162188,82.7,201026.0,0.36202281
2016-02-17,gut_877_1,17297,9.35,17527.0,0.46944716
2016-02-18,gut_877_1,12271,7.34,15209.0,0.42469591
2016-02-17,gut_877_3,20144,8.29,20411.0,0.35741512
2016-02-18,gut_877_3,13814,6.07,17122.0,0.31197291
2016-02-17,gut_877_4,20035,8.09,20301.0,0.35068224
2016-02-18,gut_877_4,13791,5.97,17093.0,0.30735388
2016-02-17,gut_877_5,26701,18.24,27055.0,0.59328035
2016-02-18,gut_877_5,19467,14.33,24129.0,0.52262423
2016-02-17,gut_878_1,195168,31.77,197758.0,0.14137279
2016-02-18,gut_878_1,121623,17.07,150746.0,0.09964841
2016-02-17,gut_878_3,129521,25.82,131218.0,0.17315917
2016-02-18,gut_878_3,83125,15.63,103011.0,0.13352361
2016-02-17,gut_878_5,369581,132.97,374485.0,0.31246539
2016-02-18,gut_878_5,234445,76.26,290586.0,0.230943
2016-02-17,gut_882_1,31170,5.68,31583.0,0.15826235
2016-02-18,gut_882_1,18409,3.39,22806.0,0.13080769
2016-02-17,gut_882_3,20478,4.64,20741.0,0.1968661
2016-02-18,gut_882_3,12593,2.85,15594.0,0.16083108
2016-02-17,gut_882_5,67433,27.32,68329.0,0.3518506
2016-02-18,gut_882_5,41771,17.77,51775.0,0.30202995
2016-02-17,gut_885_1,186,0.06,188.0,0.28085106
2016-02-18,gut_885_1,34093,4.42,42257.0,0.09204629
2016-02-17,gut_885_3,80,0.02,81.0,0.21728395
2016-02-18,gut_885_3,18706,2.82,23185.0,0.10703472
2016-02-17,gut_885_5,212,0.06,215.0,0.24558139
2016-02-18,gut_885_5,66662,21.08,82625.0,0.22451316
2016-02-17,gut_888_1,9328,1.58,9452.0,0.14710115
2016-02-18,gut_888_1,7832,1.3,9707.0,0.11785309
2016-02-17,gut_888_3,6010,1.07,6090.0,0.15461413
2016-02-18,gut_888_3,4789,0.76,5935.0,0.11268745
2016-02-17,gut_888_5,14697,3.61,14893.0,0.21330826
2016-02-18,gut_888_5,12925,3.34,16020.0,0.18347066
2016-02-17,gut_889_1,251578,73.61,254918.0,0.25410838
2016-02-18,gut_889_1,98754,31.29,122402.0,0.22495712
2016-02-17,gut_889_2,100,0.01,100.0,0.088
2016-02-18,gut_889_2,33,0.0,40.0,0.0
2016-02-17,gut_889_3,118255,27.58,119825.0,0.20254872
2016-02-18,gut_889_3,45255,10.8,56094.0,0.16942989
2016-02-17,gut_889_4,111055,24.94,112530.0,0.19503422
2016-02-18,gut_889_4,42134,9.77,52224.0,0.1646293
2016-02-17,gut_889_5,296448,103.77,300382.0,0.30400489
2016-02-18,gut_889_5,120613,45.51,149497.0,0.26789032
2016-02-17,gut_890_1,2301535,379.27,2332084.0,0.1431156
2016-02-18,gut_890_1,1203976,174.57,1492288.0,0.10294367
2016-02-17,gut_890_3,1524237,304.18,1544434.0,0.17331812
2016-02-18,gut_890_3,822626,162.82,1019587.0,0.14052906
2016-02-17,gut_890_5,4368765,1564.75,4426753.0,0.31105869
2016-02-18,gut_890_5,2374753,800.36,2943422.0,0.23928502
2016-02-17,gut_891_1,11,0.0,11.0,0.0
2016-02-17,gut_891_5,20,0.01,20.0,0.43999999
2016-02-18,gut_891_5,16,0.01,20.0,0.43999999
2016-02-17,gut_895_1,6239,1.06,6321.0,0.14757158
2016-02-18,gut_895_1,4935,0.83,6118.0,0.11938542
2016-02-17,gut_895_3,3933,0.75,3985.0,0.16562108
2016-02-18,gut_895_3,3122,0.63,3870.0,0.14325581
2016-02-17,gut_895_5,11600,4.1,11754.0,0.30695933
2016-02-18,gut_895_5,9799,3.26,12147.0,0.23617354
2016-02-17,gut_896_1,395678,174.63,400930.0,0.38329485
2016-02-18,gut_896_1,275826,129.99,341877.0,0.33459754
2016-02-17,gut_896_2,1118,0.28,1133.0,0.21747573
2016-02-18,gut_896_2,603,0.18,747.0,0.2120482
2016-02-17,gut_896_3,558229,218.49,565640.0,0.33991798
2016-02-18,gut_896_3,408456,171.9,506267.0,0.29879884
2016-02-17,gut_896_4,617987,241.29,626190.0,0.33909068
2016-02-18,gut_896_4,449097,188.29,556640.0,0.2976703
2016-02-17,gut_896_5,807302,510.3,818018.0,0.5489659
2016-02-18,gut_896_5,633254,428.91,784895.0,0.48088063
2016-02-17,gut_897_1,12479,2.4,12646.0,0.16700934
2016-02-18,gut_897_1,10719,1.78,13286.0,0.11789854
2016-02-17,gut_897_3,7845,1.57,7951.0,0.17376431
2016-02-18,gut_897_3,6743,1.35,8359.0,0.14212227
2016-02-17,gut_897_5,24004,8.67,24323.0,0.31367841
2016-02-18,gut_897_5,20432,7.17,25325.0,0.24914512
2016-02-17,gut_900_1,72088,11.3,73046.0,0.1361334
2016-02-18,gut_900_1,47477,6.43,58847.0,0.09615443
2016-02-17,gut_900_3,51054,10.04,51733.0,0.1707846
2016-02-18,gut_900_3,32912,6.2,40793.0,0.13374843
2016-02-17,gut_900_5,146710,52.4,148657.0,0.31019058
2016-02-18,gut_900_5,95345,31.89,118178.0,0.23746551
2016-02-18,gut_902_3,9,0.01,11.0,0.79999998
2016-02-17,gut_902_5,57,0.05,58.0,0.7586207
2016-02-18,gut_902_5,38,0.04,47.0,0.74893615
2016-02-17,gut_903_1,26,0.02,26.0,0.67692306
2016-02-18,gut_903_1,20,0.01,25.0,0.35199999
2016-02-18,gut_907_1,34229,4.31,42390.0,0.08947393
2016-02-18,gut_907_3,18631,2.75,23055.0,0.10496638
2016-02-18,gut_907_4,35722,5.02,44250.0,0.09983277
2016-02-17,gut_907_5,16,0.02,16.0,1.09999998
2016-02-18,gut_907_5,65917,20.57,81686.0,0.22159978
2016-02-17,gut_908_1,774657,234.09,784940.0,0.26243942
2016-02-18,gut_908_1,620216,192.9,768735.0,0.22081991
2016-02-17,gut_908_2,564,0.08,565.0,0.12460177
2016-02-18,gut_908_2,221,0.04,255.0,0.13803921
2016-02-17,gut_908_3,352603,78.7,357285.0,0.19383964
2016-02-18,gut_908_3,273922,61.67,339506.0,0.15984872
2016-02-17,gut_908_4,338638,74.78,343124.0,0.19178606
2016-02-18,gut_908_4,262862,58.01,325799.0,0.15668801
2016-02-17,gut_908_5,905711,343.35,917734.0,0.32923266
2016-02-18,gut_908_5,731458,283.05,906617.0,0.27474004
2016-02-17,gut_909_1,77788,12.88,78821.0,0.14379924
2016-02-18,gut_909_1,47205,6.73,58510.0,0.1012203
2016-02-17,gut_909_3,51826,10.32,52485.0,0.17303229
2016-02-18,gut_909_3,32313,6.3,40044.0,0.13844771
2016-02-17,gut_909_5,147482,53.77,149439.0,0.31663488
2016-02-18,gut_909_5,92415,30.73,114544.0,0.23608744
2016-02-17,gut_912_1,16500,2.84,16719.0,0.14948262
2016-02-18,gut_912_1,14207,2.39,17609.0,0.11943893
2016-02-17,gut_912_3,9219,1.57,9341.0,0.14790708
2016-02-18,gut_912_3,7412,1.05,9188.0,0.10056595
2016-02-17,gut_912_5,23560,5.9,23872.0,0.2174933
2016-02-18,gut_912_5,19971,4.58,24753.0,0.16282471
2016-02-17,gut_913_1,113,0.09,114.0,0.69473687
2016-02-18,gut_913_1,80,0.07,99.0,0.62222222
2016-02-17,gut_913_3,44,0.02,45.0,0.3911111
2016-02-18,gut_913_3,34,0.02,42.0,0.41904761
2016-02-17,gut_913_4,52,0.03,53.0,0.4981132
2016-02-18,gut_913_4,45,0.02,56.0,0.31428571
2016-02-17,gut_913_5,168,0.18,170.0,0.93176474
2016-02-18,gut_913_5,121,0.12,150.0,0.70399998
2016-02-17,gut_916_1,80301,13.4,81368.0,0.14492183
2016-02-18,gut_916_1,48246,6.85,59799.0,0.10080436
2016-02-17,gut_916_3,52907,10.43,53589.0,0.17127396
2016-02-18,gut_916_3,32884,6.39,40749.0,0.13799602
2016-02-17,gut_916_5,149940,53.0,151932.0,0.30697944
2016-02-18,gut_916_5,93709,31.46,116151.0,0.23835179
2016-02-17,gut_917_1,31681,7.34,32102.0,0.20120865
2016-02-18,gut_917_1,27021,6.53,33492.0,0.17157531
2016-02-17,gut_917_2,161,0.02,150.0,0.11733333
2016-02-18,gut_917_2,121,0.02,140.0,0.12571428
2016-02-17,gut_917_3,55228,11.31,55961.0,0.17785244
2016-02-18,gut_917_3,43776,8.98,54259.0,0.14564219
2016-02-17,gut_917_4,57254,11.59,58013.0,0.17580887
2016-02-18,gut_917_4,45876,9.35,56863.0,0.14469867
2016-02-17,gut_917_5,83888,30.35,85002.0,0.31420438
2016-02-18,gut_917_5,68633,25.48,85068.0,0.26358207
2016-02-17,gut_919_1,415287,65.97,420799.0,0.13796041
2016-02-18,gut_919_1,344084,54.93,426478.0,0.11334324
2016-02-17,gut_919_3,269601,47.86,273161.0,0.15418307
2016-02-18,gut_919_3,209374,31.75,259515.0,0.10766237
2016-02-17,gut_919_5,656949,164.53,665671.0,0.21750444
2016-02-18,gut_919_5,544509,130.16,674898.0,0.16971572
2016-02-17,gut_920_1,81458,13.08,82539.0,0.13945408
2016-02-18,gut_920_1,50331,7.08,62381.0,0.09987656
2016-02-17,gut_920_3,53822,10.77,54515.0,0.17385308
2016-02-18,gut_920_3,34265,6.58,42450.0,0.13640518
2016-02-17,gut_920_5,224699,80.0,227682.0,0.30920319
2016-02-18,gut_920_5,157196,54.3,194838.0,0.2452499
2016-02-17,gut_922_1,0,0.0,22.0,0.0
2016-02-18,gut_922_1,0,0.0,31656.0,0.0
2016-02-18,gut_922_3,14447,2.18,17907.0,0.10713129
2016-02-17,gut_922_5,19,0.01,19.0,0.46315788
2016-02-18,gut_922_5,47193,13.98,58494.0,0.210319
2016-02-17,gut_923_1,1739716,408.71,1762810.0,0.20402924
2016-02-18,gut_923_1,918497,227.61,1138443.0,0.17593924
2016-02-17,gut_923_2,809,0.1,772.0,0.11398964
2016-02-18,gut_923_2,448,0.06,512.0,0.103125
2016-02-17,gut_923_3,806976,147.0,817687.0,0.15820234
2016-02-18,gut_923_3,419435,80.98,519874.0,0.1370763
2016-02-17,gut_923_4,769679,137.63,779895.0,0.15529578
2016-02-18,gut_923_4,402733,76.26,499172.0,0.13444024
2016-02-17,gut_923_5,2004241,604.97,2030843.0,0.26214413
2016-02-18,gut_923_5,1073287,337.9,1330301.0,0.22352234
2016-02-17,gut_924_1,6952,0.92,7045.0,0.11491838
2016-02-18,gut_924_1,5194,0.72,6438.0,0.09841566
2016-02-17,gut_924_3,8220,1.13,8329.0,0.11939008
2016-02-18,gut_924_3,6185,0.9,7665.0,0.10332681
2016-02-17,gut_924_5,4547,0.95,4607.0,0.18146299
2016-02-18,gut_924_5,3690,0.86,4573.0,0.16549311
2016-02-17,gut_927_1,454664,121.35,460702.0,0.23179409
2016-02-18,gut_927_1,281951,84.59,349468.0,0.21300719
2016-02-17,gut_927_2,237205,41.33,240355.0,0.15131951
2016-02-18,gut_927_2,141222,27.56,175041.0,0.13855496
2016-02-17,gut_927_3,215033,44.9,217879.0,0.18134837
2016-02-18,gut_927_3,126084,26.33,156276.0,0.14826589
2016-02-17,gut_927_4,205826,42.26,208546.0,0.1783242
2016-02-18,gut_927_4,121200,24.91,150210.0,0.14593436
2016-02-17,gut_927_5,518882,177.2,525772.0,0.29658483
2016-02-18,gut_927_5,322405,118.8,399608.0,0.26161639
2016-02-17,gut_928_1,77845,12.81,78881.0,0.14290894
2016-02-18,gut_928_1,46860,6.82,58081.0,0.10333156
2016-02-17,gut_928_3,51481,10.32,52163.0,0.17410041
2016-02-18,gut_928_3,32220,6.35,39924.0,0.13996593
2016-02-17,gut_928_5,146863,53.39,148812.0,0.31572185
2016-02-18,gut_928_5,92172,31.14,114245.0,0.23986345
2016-02-17,gut_929_1,116,0.05,118.0,0.37288136
2016-02-18,gut_929_1,21,0.01,26.0,0.33846153
2016-02-17,gut_929_3,56,0.01,57.0,0.15438596
2016-02-17,gut_929_4,49,0.02,50.0,0.35199999
2016-02-17,gut_929_5,135,0.08,137.0,0.5138686
2016-02-18,gut_929_5,31,0.03,38.0,0.69473683
2016-02-18,gut_930_1,11,0.01,14.0,0.62857141
2016-02-17,gut_930_5,41,0.03,42.0,0.62857141
2016-02-18,gut_930_5,32,0.02,40.0,0.43999999
2016-02-17,gut_931_1,71,0.03,72.0,0.36666666
2016-02-18,gut_931_1,24,0.0,30.0,0.0
2016-02-17,gut_931_3,117,0.04,119.0,0.29579831
2016-02-18,gut_931_3,22,0.0,27.0,0.0
2016-02-17,gut_931_5,67,0.05,68.0,0.64705883
2016-02-18,gut_931_5,11,0.0,14.0,0.0
2016-02-17,gut_932_1,225,0.13,228.0,0.50175437
2016-02-18,gut_932_1,182,0.08,226.0,0.31150442
2016-02-17,gut_932_3,432,0.22,438.0,0.44200913
2016-02-18,gut_932_3,238,0.1,295.0,0.29830509
2016-02-17,gut_932_5,267,0.23,271.0,0.74686348
2016-02-18,gut_932_5,144,0.12,178.0,0.59325841
2016-02-17,gut_933_1,16567,2.88,16789.0,0.15095599
2016-02-18,gut_933_1,10453,2.02,12956.0,0.13720284
2016-02-17,gut_933_3,11777,2.17,11933.0,0.16002682
2016-02-18,gut_933_3,7146,1.35,8857.0,0.1341312
2016-02-17,gut_933_4,11977,2.3,12135.0,0.16679027
2016-02-18,gut_933_4,7167,1.37,8883.0,0.13571991
2016-02-17,gut_933_5,35939,12.84,36416.0,0.3102812
2016-02-18,gut_933_5,22540,8.69,27939.0,0.27371057
2016-02-17,gut_935_1,21200,12.1,21481.0,0.49569388
2016-02-18,gut_935_1,14956,7.82,18538.0,0.37121589
2016-02-17,gut_935_3,17804,7.46,18038.0,0.36394279
2016-02-18,gut_935_3,11729,4.39,14540.0,0.26569463
2016-02-17,gut_935_4,17456,7.17,17688.0,0.35671642
2016-02-18,gut_935_4,11556,4.26,14323.0,0.26173289
2016-02-17,gut_935_5,27037,24.64,27395.0,0.79150208
2016-02-18,gut_935_5,18731,14.24,23217.0,0.53974242
2016-02-17,gut_936_1,10442,2.63,10581.0,0.2187317
2016-02-18,gut_936_1,3428,0.99,4249.0,0.20503648
2016-02-17,gut_936_2,45,0.01,46.0,0.19130434
2016-02-18,gut_936_2,18,0.0,12.0,0.0
2016-02-17,gut_936_3,14969,3.27,15168.0,0.18971519
2016-02-18,gut_936_3,5106,1.26,6329.0,0.17519355
2016-02-17,gut_936_4,15102,3.32,15302.0,0.19092929
2016-02-18,gut_936_4,5101,1.26,6323.0,0.1753598
2016-02-17,gut_936_5,19549,6.19,19808.0,0.275
2016-02-18,gut_936_5,7379,2.93,9146.0,0.2819156
2016-02-17,gut_937_1,1171,0.25,1187.0,0.1853412
2016-02-18,gut_937_1,104,0.02,129.0,0.13643411
2016-02-17,gut_937_3,1743,0.3,1766.0,0.14949038
2016-02-18,gut_937_3,140,0.02,174.0,0.10114942
2016-02-17,gut_937_4,1776,0.33,1800.0,0.16133334
2016-02-18,gut_937_4,144,0.02,178.0,0.0988764
2016-02-17,gut_937_5,2066,0.58,2093.0,0.24386048
2016-02-18,gut_937_5,184,0.03,228.0,0.11578947
2016-02-18,gut_938_1,22032,2.79,27308.0,0.08990772
2016-02-18,gut_938_3,14946,2.68,18525.0,0.12730905
2016-02-17,gut_938_5,14,0.02,14.0,1.25714283
2016-02-18,gut_938_5,40334,11.74,49993.0,0.20665293
2016-02-17,gut_940_1,62730,18.72,63563.0,0.25916963
2016-02-18,gut_940_1,51321,15.94,63610.0,0.22051878
2016-02-18,gut_940_2,16,0.0,12.0,0.0
2016-02-17,gut_940_3,29678,6.94,30072.0,0.20308593
2016-02-18,gut_940_3,23641,5.55,29302.0,0.16667805
2016-02-17,gut_940_4,28498,6.68,28875.0,0.20358095
2016-02-18,gut_940_4,22552,5.06,27951.0,0.15930736
2016-02-18,gut_942_1,26667,3.07,33053.0,0.08173539
2016-02-18,gut_942_3,15914,2.45,19725.0,0.10930292
2016-02-18,gut_942_5,48063,13.61,59572.0,0.20104747
2016-02-17,gut_949_1,36601,10.66,37087.0,0.25294038
2016-02-18,gut_949_1,23799,6.54,29498.0,0.19510475
2016-02-17,gut_949_4,36994,8.22,37485.0,0.1929732
2016-02-18,gut_949_4,22912,4.76,28399.0,0.14749816
2016-02-17,gut_949_5,42483,14.12,43047.0,0.28865194
2016-02-18,gut_949_5,26822,8.2,33245.0,0.21705519
2016-02-17,gut_950_1,7789,1.6,7892.0,0.17840852
2016-02-18,gut_950_1,7340,1.55,9099.0,0.14990658
2016-02-17,gut_950_3,7318,0.88,7415.0,0.10443695
2016-02-18,gut_950_3,6438,0.81,7980.0,0.08932331
2016-02-17,gut_950_4,7268,0.91,7364.0,0.10874525
2016-02-18,gut_950_4,6883,0.88,8531.0,0.09077482
2016-02-17,gut_950_5,16496,6.02,16715.0,0.31693688
2016-02-18,gut_950_5,14966,5.22,18550.0,0.24763341
2016-02-17,gut_at_m_3_1,629,0.04,634.0,0.0555205
2016-02-18,gut_at_m_3_1,18202,2.28,22561.0,0.08893223
2016-02-17,gut_at_m_3_3,1132,0.21,1141.0,0.16196319
