report_date,keyword,rubicon_paid_impressions,rubicon_revenue,dfp_impressions,value_cpm
2016-02-17,ar35_728x90_2,44363,11.7,44920.0,0.22920748
2016-02-18,ar35_728x90_2,18838,7.21,23304.0,0.27226227
2016-02-17,ar37,342043,99.6,346563.0,0.25290639
2016-02-18,ar37,203228,69.14,251876.0,0.24156013
2016-02-17,ar37_2,1243384,192.4,1259889.0,0.13438644
2016-02-18,ar37_2,720794,130.08,893400.0,0.12812895
2016-02-17,ar38,13675,3.62,13856.0,0.22990761
2016-02-18,ar38,4828,2.0,5983.0,0.29416681
2016-02-17,ar38_2,7067,1.98,7161.0,0.24331797
2016-02-18,ar38_2,2482,0.95,3075.0,0.27186992
2016-02-17,ar39,1073,0.23,1080.0,0.18740741
2016-02-18,ar39,1179,0.36,1454.0,0.21788171
2016-02-17,ar39_2,5215,0.96,5284.0,0.15987888
2016-02-18,ar39_2,3918,0.84,4856.0,0.15222405
2016-02-17,ar40,4706,1.49,4767.0,0.27505769
2016-02-18,ar40,3390,1.43,4202.0,0.29947643
2016-02-17,ar40_2,12786,2.88,12956.0,0.19561594
2016-02-18,ar40_2,8569,2.7,10620.0,0.22372882
2016-02-17,ar41,16845,6.43,17048.0,0.33190989
2016-02-18,ar41,10038,6.36,12400.0,0.45135485
2016-02-17,ar41_2,53795,14.41,54508.0,0.23264108
2016-02-18,ar41_2,23960,10.2,29667.0,0.30255839
2016-02-17,ar44_1,17236,7.53,17456.0,0.37960588
2016-02-18,ar44_1,10376,5.05,12861.0,0.3455408
2016-02-17,ar44_160x600_1,11920,3.87,12053.0,0.28255205
2016-02-18,ar44_160x600_1,7161,2.18,8874.0,0.21618211
2016-02-17,ar49,124073,39.51,125696.0,0.27661022
2016-02-18,ar49,122578,47.1,151883.0,0.27289426
2016-02-17,ar49_2,475398,76.32,481709.0,0.13942359
2016-02-18,ar49_2,420994,88.23,521811.0,0.14879411
2016-02-17,ar4_728x90_1,9328,3.12,9452.0,0.2904782
2016-02-18,ar4_728x90_1,4863,2.24,6028.0,0.3270073
2016-02-17,ar4_728x90_2,12466,2.94,12631.0,0.20482939
2016-02-18,ar4_728x90_2,5927,1.9,7346.0,0.22760686
2016-02-17,ar50,24199,6.39,24505.0,0.22947153
2016-02-18,ar50,27726,7.17,34364.0,0.18361076
2016-02-17,ar50_2,155665,23.43,157732.0,0.13071793
2016-02-18,ar50_2,160026,29.66,198346.0,0.13159227
2016-02-17,ar51,26344,11.43,26648.0,0.37745423
2016-02-18,ar51,19240,11.83,23790.0,0.43759563
2016-02-17,ar51_2,122615,35.82,124244.0,0.25370722
2016-02-18,ar51_2,72007,29.15,89236.0,0.28746246
2016-02-17,ar52,16668,5.58,16889.0,0.29074545
2016-02-18,ar52,8446,4.65,10469.0,0.39086829
2016-02-17,ar52_2,32967,8.12,33405.0,0.21390809
2016-02-18,ar52_2,12284,4.71,15226.0,0.27221858
2016-02-17,ar53,2425,0.8,2412.0,0.29187397
2016-02-18,ar53,2076,1.03,2537.0,0.35727236
2016-02-17,ar53_1,3040,1.15,3037.0,0.33322357
2016-02-18,ar53_1,2463,1.32,3009.0,0.38604189
2016-02-17,ar53_2,23041,6.19,23346.0,0.23332477
2016-02-18,ar53_2,14459,5.0,17922.0,0.24550831
2016-02-17,ar55,482,0.17,488.0,0.30655738
2016-02-18,ar55,491,0.25,609.0,0.36124795
2016-02-17,ar55_2,241,0.07,244.0,0.25245902
2016-02-18,ar55_2,178,0.08,215.0,0.32744185
2016-02-17,ar56,50426,16.37,51078.0,0.28203142
2016-02-18,ar56,27809,18.1,34459.0,0.46223049
2016-02-17,ar56_2,97156,25.01,98447.0,0.22355989
2016-02-18,ar56_2,42579,19.68,52774.0,0.3281616
2016-02-17,ar58,202875,68.07,411090.0,0.14571408
2016-02-18,ar58,112313,61.26,139175.0,0.38734542
2016-02-17,ar58_2,450586,114.56,456568.0,0.22080566
2016-02-18,ar58_2,196408,74.01,243412.0,0.26756611
2016-02-17,ar60,19752,8.06,19970.0,0.35517278
2016-02-18,ar60,13110,6.48,16218.0,0.35160932
2016-02-17,ar60_2,46848,14.7,47470.0,0.27250895
2016-02-18,ar60_2,23626,9.2,29258.0,0.27671064
2016-02-17,ar61,14020,4.76,14170.0,0.29561046
2016-02-18,ar61,8097,4.27,10013.0,0.37527214
2016-02-17,ar61_2,27529,7.77,27876.0,0.24528627
2016-02-18,ar61_2,13935,5.29,17259.0,0.26972594
2016-02-17,ar61_728x90_1,5524,1.74,5577.0,0.27455621
2016-02-18,ar61_728x90_1,2770,1.65,3415.0,0.42518301
2016-02-17,ar62,488923,170.78,495350.0,0.30339437
2016-02-18,ar62,270026,149.7,334645.0,0.39365894
2016-02-17,ar62_2,1266924,332.32,1283742.0,0.22780403
2016-02-18,ar62_2,539506,210.39,668680.0,0.27687863
2016-02-17,ar63,4433,2.56,4492.0,0.50151379
2016-02-18,ar63,5208,3.33,6455.0,0.45397365
2016-02-17,ar63_2,13809,6.08,13992.0,0.38238993
2016-02-18,ar63_2,12170,5.58,15084.0,0.32553699
2016-02-17,ar65,21,0.01,21.0,0.41904761
2016-02-17,ar65_2,27,0.01,27.0,0.32592592
2016-02-17,ar66,23,0.0,20.0,0.0
2016-02-18,ar66,87,0.01,108.0,0.08148148
2016-02-18,ar66_2,177,0.02,219.0,0.0803653
2016-02-17,ar68,3375,1.3,3395.0,0.33696611
2016-02-18,ar68,2280,1.33,2800.0,0.41800001
2016-02-17,ar68_1,4350,1.91,4376.0,0.38409506
2016-02-18,ar68_1,2823,1.86,3467.0,0.47210845
2016-02-17,ar68_2,30131,8.51,30529.0,0.2453012
2016-02-18,ar68_2,16924,7.28,20968.0,0.30553225
2016-02-17,ar71_300x250,3784,2.17,3834.0,0.49806992
2016-02-18,ar71_300x250,4029,2.62,4994.0,0.46167399
2016-02-17,ar71_300x250_2,13361,6.12,13538.0,0.39781355
2016-02-18,ar71_300x250_2,12995,6.13,16107.0,0.33491029
2016-02-17,ar73,85582,34.29,86654.0,0.34822629
2016-02-18,ar73,58330,35.49,72223.0,0.43242736
2016-02-17,ar73_2,322222,86.24,326500.0,0.23243859
2016-02-18,ar73_2,165817,64.7,205514.0,0.27704194
2016-02-17,ar73_728x90_1,41822,15.2,42301.0,0.31621001
2016-02-18,ar73_728x90_1,27525,16.8,34038.0,0.43433807
2016-02-17,ar74,29455,9.53,29845.0,0.28099848
2016-02-18,ar74,17604,6.52,21820.0,0.26295142
2016-02-17,ar74_2,30174,7.54,30576.0,0.2170068
2016-02-18,ar74_2,20314,6.27,25177.0,0.2191524
2016-02-17,ar76_2,18,0.0,18.0,0.0
2016-02-18,ar76_2,19,0.01,24.0,0.36666666
2016-02-17,ar78,49230,11.22,49883.0,0.19793517
2016-02-18,ar78,20308,5.69,25171.0,0.19892734
2016-02-17,ar78_3,19520,5.42,19779.0,0.24114465
2016-02-18,ar78_3,8062,2.57,9993.0,0.22631842
2016-02-17,ar79,147277,32.61,149225.0,0.19230558
2016-02-18,ar79,182982,33.51,226799.0,0.13002173
2016-02-17,ar79_2,382898,48.8,387979.0,0.1106864
2016-02-18,ar79_2,397817,41.68,493078.0,0.07438661
2016-02-17,ar80,5536,1.72,5598.0,0.27038228
2016-02-18,ar80,3115,1.32,3848.0,0.30187111
2016-02-17,ar80_2,20993,3.99,21271.0,0.16506981
2016-02-18,ar80_2,9564,2.48,11845.0,0.18424652
2016-02-17,ar81,47239,14.11,47867.0,0.25940209
2016-02-18,ar81,25392,11.2,31471.0,0.31317721
2016-02-17,ar81_1,15960,4.26,16159.0,0.23199457
2016-02-18,ar81_1,7824,3.78,9669.0,0.3440273
2016-02-17,ar81_2,8712,2.55,8812.0,0.25465274
2016-02-18,ar81_2,4199,1.58,5190.0,0.26789981
2016-02-17,ar83,21627,6.89,21914.0,0.27668157
2016-02-18,ar83,15212,4.98,18855.0,0.23242641
2016-02-17,ar83_2,12410,3.51,12575.0,0.24563022
2016-02-18,ar83_2,5929,2.02,7349.0,0.24188325
2016-02-17,ar83_728x90_1,6930,2.19,7022.0,0.27445173
2016-02-18,ar83_728x90_1,4757,1.95,5896.0,0.29104478
2016-02-17,ar83_728x90_2,3180,0.94,3222.0,0.25673495
2016-02-18,ar83_728x90_2,1512,0.69,1874.0,0.32401281
2016-02-17,ar84,122155,62.59,123700.0,0.44526435
2016-02-18,ar84,90440,52.13,111980.0,0.40966602
2016-02-17,ar84_2,842218,265.4,853397.0,0.27367333
2016-02-18,ar84_2,434653,161.4,538735.0,0.26363981
2016-02-17,ar85,23893,18.73,48346.0,0.34092582
2016-02-18,ar85,7835,12.7,9669.0,1.15585891
2016-02-17,ar85_2,50522,28.88,51177.0,0.49659807
2016-02-18,ar85_2,9478,14.0,11698.0,1.05317148
2016-02-17,ar85_728x90_1,9282,6.19,9368.0,0.58146884
2016-02-18,ar85_728x90_1,3385,5.32,4173.0,1.12187878
2016-02-17,ar85_728x90_2,18020,9.06,18223.0,0.43751305
2016-02-18,ar85_728x90_2,4241,6.3,5229.0,1.060241
2016-02-17,ar86,18371,5.51,18592.0,0.26080036
2016-02-18,ar86,9823,4.25,12156.0,0.307667
2016-02-17,ar86_2,60841,14.27,61650.0,0.20369182
2016-02-18,ar86_2,26763,8.89,33171.0,0.23584457
2016-02-17,ar89,2393,1.25,2423.0,0.45398267
2016-02-18,ar89,2027,1.46,2502.0,0.51350921
2016-02-17,ar89_2,28154,9.63,28528.0,0.29705553
2016-02-18,ar89_2,20143,8.53,24967.0,0.30065285
2016-02-17,ar90,23,0.0,23.0,0.0
2016-02-18,ar90,30,0.02,37.0,0.47567567
2016-02-17,ar90_2,34,0.0,34.0,0.0
2016-02-18,ar90_2,45,0.03,56.0,0.47142856
2016-02-17,ar91,298,0.05,298.0,0.14765101
2016-02-18,ar91,193,0.04,239.0,0.14728033
2016-02-17,ar91_1,135,0.03,135.0,0.19555555
2016-02-18,ar91_1,34,0.01,40.0,0.22
2016-02-17,ar91_2,1694,0.19,1716.0,0.0974359
2016-02-18,ar91_2,508,0.13,630.0,0.18158729
2016-02-17,ar91_728x90_2,578,0.07,578.0,0.10657439
2016-02-18,ar91_728x90_2,124,0.03,145.0,0.18206896
2016-02-17,ar92,34485,16.35,34943.0,0.4117563
2016-02-18,ar92,17501,10.12,21691.0,0.41056659
2016-02-17,ar92_1,2056,0.92,2074.0,0.39035681
2016-02-18,ar92_1,801,0.53,982.0,0.47494906
2016-02-17,ar92_2,32910,11.04,33348.0,0.29132781
2016-02-18,ar92_2,14170,6.61,17562.0,0.33121513
2016-02-17,ar93,2868,1.46,2906.0,0.44211976
2016-02-18,ar93,1319,0.83,1635.0,0.44672782
2016-02-17,ar93_2,24441,8.68,24765.0,0.3084353
2016-02-18,ar93_2,9620,4.35,11924.0,0.3210332
2016-02-17,ar94,21,0.03,21.0,1.25714283
2016-02-18,ar94,37,0.02,46.0,0.38260869
2016-02-17,ar94_2,59,0.04,60.0,0.58666665
2016-02-18,ar94_2,70,0.03,87.0,0.30344827
2016-02-17,ar95,260,0.02,263.0,0.06692015
2016-02-18,ar95,83,0.01,103.0,0.08543689
2016-02-17,ar95_1,314,0.06,318.0,0.16603773
2016-02-18,ar95_1,51,0.03,63.0,0.41904761
2016-02-17,ar96,805,0.16,816.0,0.17254902
2016-02-18,ar96,524,0.18,649.0,0.24406781
2016-02-17,ar96_2,1933,0.24,1959.0,0.1078101
2016-02-18,ar96_2,887,0.24,1099.0,0.1921747
2016-02-18,ar_at100,29,0.0,36.0,0.0
2016-02-17,ar_ble100,46,0.0,47.0,0.0
2016-02-17,ar_bro18_728x90_3,11,0.0,11.0,0.0
2016-02-17,ar_bro23_300x250_1,206,0.04,209.0,0.16842105
2016-02-18,ar_bro23_300x250_1,175,0.04,209.0,0.16842105
2016-02-17,ar_bro23_728x90_1,266,0.03,270.0,0.09777778
2016-02-18,ar_bro23_728x90_1,251,0.04,311.0,0.11318328
2016-02-17,ar_bro23_728x90_2,140,0.01,132.0,0.06666667
2016-02-18,ar_bro23_728x90_2,125,0.01,149.0,0.0590604
2016-02-18,ar_cs100,20,0.0,25.0,0.0
2016-02-17,ar_cs10_300x250_1,14,0.01,14.0,0.62857141
2016-02-18,ar_cs10_300x250_1,169,0.05,209.0,0.21052632
2016-02-17,ar_cs10_728x90_1,19,0.01,19.0,0.46315788
2016-02-18,ar_cs10_728x90_1,163,0.04,202.0,0.17425742
2016-02-17,ar_cs10_728x90_2,20,0.01,20.0,0.43999999
2016-02-18,ar_cs10_728x90_2,165,0.05,205.0,0.21463415
2016-02-17,ar_cs10_728x90_3,13,0.01,13.0,0.67692306
2016-02-18,ar_cs10_728x90_3,133,0.03,165.0,0.16
2016-02-17,ar_cs11_300x250_1,656,0.17,665.0,0.22496241
2016-02-18,ar_cs11_300x250_1,2383,0.73,2954.0,0.21746785
2016-02-17,ar_cs11_728x90_1,710,0.11,719.0,0.13463143
2016-02-18,ar_cs11_728x90_1,2711,0.79,3360.0,0.20690477
2016-02-17,ar_cs11_728x90_2,360,0.04,365.0,0.09643835
2016-02-18,ar_cs11_728x90_2,1860,0.46,2305.0,0.17561822
2016-02-17,ar_cs16_300x250_1,161,0.03,163.0,0.16196319
2016-02-18,ar_cs16_300x250_1,400,0.1,496.0,0.17741936
2016-02-17,ar_cs16_728x90_1,190,0.03,193.0,0.13678756
2016-02-18,ar_cs16_728x90_1,425,0.1,527.0,0.16698292
2016-02-17,ar_cs16_728x90_2,122,0.01,124.0,0.07096774
2016-02-18,ar_cs16_728x90_2,301,0.06,373.0,0.14155496
2016-02-17,ar_els100_728x90,128,0.04,130.0,0.27076922
2016-02-17,ar_els1_300x250_1,1395,0.25,1414.0,0.15558699
2016-02-18,ar_els1_300x250_1,1125,0.17,1394.0,0.10731707
2016-02-17,ar_els1_728x90_1,1479,0.23,1500.0,0.13493334
2016-02-18,ar_els1_728x90_1,1247,0.16,1546.0,0.09107374
2016-02-17,ar_els1_728x90_2,1161,0.15,1176.0,0.1122449
2016-02-18,ar_els1_728x90_2,1037,0.12,1285.0,0.08217899
2016-02-17,ar_els3_300x250_1,81,0.01,82.0,0.10731707
2016-02-18,ar_els3_300x250_1,186,0.02,231.0,0.07619047
2016-02-17,ar_els3_728x90_1,137,0.02,139.0,0.1266187
2016-02-18,ar_els3_728x90_1,286,0.04,354.0,0.09943503
2016-02-17,ar_els3_728x90_2,83,0.01,84.0,0.1047619
2016-02-18,ar_els3_728x90_2,164,0.02,203.0,0.08669951
2016-02-17,ar_els3_728x90_3,145,0.02,147.0,0.11972789
2016-02-18,ar_els3_728x90_3,262,0.04,325.0,0.10830769
2016-02-17,ar_end1_300x250_1,24,0.01,24.0,0.36666666
2016-02-18,ar_end1_300x250_1,21,0.0,26.0,0.0
2016-02-17,ar_end1_728x90_1,27,0.01,27.0,0.32592592
2016-02-18,ar_end1_728x90_1,32,0.01,40.0,0.22
2016-02-17,ar_end1_728x90_2,20,0.01,20.0,0.43999999
2016-02-18,ar_end1_728x90_2,28,0.0,35.0,0.0
2016-02-17,ar_fnb1_728x90_1,13578,15.37,13758.0,0.983108
2016-02-18,ar_fnb1_728x90_1,12287,14.12,15229.0,0.81591699
2016-02-17,ar_fnb1_hpu_1,8488,8.7,8601.0,0.89012904
2016-02-18,ar_fnb1_hpu_1,7669,7.58,9505.0,0.701778
2016-02-17,ar_hwy2,132,0.03,134.0,0.19701492
2016-02-18,ar_hwy2,91,0.04,113.0,0.31150442
2016-02-17,ar_jam17_300x250_1,88,0.01,89.0,0.0988764
2016-02-18,ar_jam17_300x250_1,141,0.04,175.0,0.20114285
2016-02-17,ar_jam17_728x90_1,106,0.02,107.0,0.16448598
2016-02-18,ar_jam17_728x90_1,149,0.04,185.0,0.19027027
2016-02-17,ar_jam21_1,23,0.0,23.0,0.0
2016-02-18,ar_jam21_1,40,0.01,50.0,0.176
2016-02-17,ar_lau100,141,0.01,143.0,0.06153846
2016-02-18,ar_lau100,128,0.02,159.0,0.11069182
2016-02-17,ar_lau1_300x250_1,73,0.01,74.0,0.11891892
2016-02-18,ar_lau1_300x250_1,79,0.01,98.0,0.08979592
2016-02-17,ar_lau1_728x90_1,62,0.01,63.0,0.13968254
2016-02-18,ar_lau1_728x90_1,86,0.01,107.0,0.08224299
2016-02-17,ar_lau1_728x90_2,64,0.0,65.0,0.0
2016-02-18,ar_lau1_728x90_2,98,0.01,121.0,0.07272727
2016-02-17,ar_lau1_728x90_3,64,0.0,65.0,0.0
2016-02-18,ar_lau1_728x90_3,86,0.01,107.0,0.08224299
2016-02-17,ar_mar1_300x250_1,87,0.01,88.0,0.1
2016-02-18,ar_mar1_300x250_1,158,0.02,196.0,0.08979592
2016-02-17,ar_mar1_728x90_1,84,0.0,85.0,0.0
2016-02-18,ar_mar1_728x90_1,128,0.01,159.0,0.05534591
2016-02-17,ar_mar1_728x90_2,106,0.01,107.0,0.08224299
2016-02-18,ar_mar1_728x90_2,147,0.02,182.0,0.09670329
2016-02-17,ar_mar2_300x250_1,41,0.02,42.0,0.41904761
2016-02-18,ar_mar2_300x250_1,9,0.0,11.0,0.0
2016-02-17,ar_mar2_728x90_1,46,0.01,47.0,0.18723404
2016-02-18,ar_mar2_728x90_1,9,0.0,11.0,0.0
2016-02-17,ar_mar2_728x90_2,28,0.0,28.0,0.0
2016-02-17,ar_mh100,468,0.08,474.0,0.1485232
2016-02-18,ar_mh100,675,0.11,837.0,0.11565113
2016-02-17,ar_mh6_300x250_1,128,0.03,130.0,0.20307692
2016-02-18,ar_mh6_300x250_1,151,0.03,187.0,0.14117647
2016-02-17,ar_mh6_728x90_1,132,0.02,134.0,0.13134328
2016-02-18,ar_mh6_728x90_1,133,0.03,165.0,0.16
2016-02-17,ar_mh6_728x90_2,65,0.01,66.0,0.13333333
2016-02-18,ar_mh6_728x90_2,95,0.02,118.0,0.14915254
2016-02-17,ar_mor1_300x250_1,60,0.01,61.0,0.14426229
2016-02-18,ar_mor1_300x250_1,68,0.01,84.0,0.1047619
2016-02-17,ar_mor1_728x90_1,57,0.0,58.0,0.0
2016-02-18,ar_mor1_728x90_1,64,0.0,79.0,0.0
2016-02-17,ar_mor1_728x90_2,76,0.01,77.0,0.11428571
2016-02-18,ar_mor1_728x90_2,70,0.0,87.0,0.0
2016-02-17,ar_mor1_728x90_3,75,0.01,76.0,0.11578947
2016-02-18,ar_mor1_728x90_3,67,0.01,83.0,0.10602409
2016-02-17,gut_313,68790,7.51,69700.0,0.09481779
2016-02-18,gut_313,56727,5.8,70299.0,0.07260416
2016-02-17,gut_313_1,172305,16.29,174593.0,0.08210639
2016-02-18,gut_313_1,140896,12.51,174637.0,0.06303819
2016-02-17,gut_313_3,164259,16.16,166439.0,0.08544151
2016-02-18,gut_313_3,132768,12.13,164563.0,0.06486513
2016-02-17,gut_313_4,92448,7.98,93679.0,0.07496237
2016-02-18,gut_313_4,76050,6.28,94261.0,0.0586287
2016-02-17,gut_636_1,35582,9.02,36055.0,0.22015256
2016-02-18,gut_636_1,12863,3.33,15943.0,0.1838048
2016-02-17,gut_636_2,171,0.03,173.0,0.15260115
2016-02-18,gut_636_2,51,0.01,62.0,0.14193548
2016-02-17,gut_636_3,46437,9.91,47053.0,0.18533993
2016-02-18,gut_636_3,16859,3.67,20896.0,0.1545559
2016-02-17,gut_636_4,48420,10.71,49063.0,0.19209588
2016-02-18,gut_636_4,17698,3.9,21937.0,0.15644801
2016-02-17,gut_636_5,61238,19.65,62051.0,0.27867399
2016-02-18,gut_636_5,23277,7.91,28851.0,0.2412672
2016-02-18,gut_670,10,0.01,12.0,0.73333332
2016-02-17,gut_670_1,66,0.03,67.0,0.39402984
2016-02-18,gut_670_1,126,0.05,156.0,0.28205129
2016-02-17,gut_670_2,67,0.03,68.0,0.38823529
2016-02-18,gut_670_2,122,0.04,151.0,0.23311258
2016-02-17,gut_703_1,45528,4.39,46132.0,0.0837423
2016-02-18,gut_703_1,6517,1.23,8078.0,0.13399356
2016-02-17,gut_703_2,48855,3.96,49503.0,0.07039573
2016-02-18,gut_703_2,7628,1.18,9455.0,0.10982548
2016-02-17,gut_703_3,369,0.03,373.0,0.07077748
2016-02-18,gut_703_3,82,0.01,101.0,0.08712871
2016-02-17,gut_703_4,49775,4.24,50436.0,0.0739789
2016-02-18,gut_703_4,8102,1.46,10042.0,0.12794264
2016-02-17,gut_703_5,51719,4.9,52406.0,0.08228066
2016-02-18,gut_703_5,8487,1.76,10519.0,0.14723833
2016-02-17,gut_706_3,30,0.0,30.0,0.0
2016-02-18,gut_706_3,38,0.01,47.0,0.18723404
2016-02-17,gut_706_4,30,0.01,30.0,0.29333333
2016-02-18,gut_706_4,35,0.01,43.0,0.20465116
2016-02-17,gut_706_5,52,0.02,53.0,0.33207546
2016-02-18,gut_706_5,79,0.05,98.0,0.4489796
2016-02-17,gut_708_1,3217,0.84,3255.0,0.22709677
2016-02-18,gut_708_1,1070,0.28,1326.0,0.18582202
2016-02-17,gut_708_3,18492,4.1,18737.0,0.19256017
2016-02-18,gut_708_3,6737,1.56,8350.0,0.16440718
2016-02-17,gut_708_4,19072,4.35,19325.0,0.19808538
2016-02-18,gut_708_4,6983,1.58,8655.0,0.16064703
2016-02-17,gut_708_5,24538,8.28,24864.0,0.29305018
2016-02-18,gut_708_5,9538,3.3,11822.0,0.24564371
2016-02-17,gut_742_1,52052,9.63,52743.0,0.16067346
2016-02-18,gut_742_1,43773,8.39,54255.0,0.13608332
2016-02-17,gut_742_2,333,0.04,331.0,0.10634441
2016-02-18,gut_742_2,150,0.01,184.0,0.04782609
2016-02-17,gut_742_3,118720,23.13,120296.0,0.16920263
2016-02-18,gut_742_3,72870,13.07,90320.0,0.12734278
2016-02-17,gut_742_4,117748,21.37,119311.0,0.15761833
2016-02-18,gut_742_4,72781,12.54,90209.0,0.12232926
2016-02-17,gut_742_5,170128,57.84,172386.0,0.29526296
2016-02-18,gut_742_5,108817,35.4,134875.0,0.23096943
2016-02-17,gut_750_1,3663,0.65,3712.0,0.15409482
2016-02-18,gut_750_1,2209,0.37,2738.0,0.11891892
2016-02-17,gut_750_2,3112,0.31,3153.0,0.08652077
2016-02-18,gut_750_2,1903,0.18,2358.0,0.06717558
2016-02-17,gut_750_3,5179,0.97,5249.0,0.16262146
2016-02-18,gut_750_3,3520,0.76,4363.0,0.15328902
2016-02-17,gut_777_3,56,0.01,55.0,0.16
2016-02-18,gut_777_3,34,0.01,41.0,0.21463414
2016-02-17,gut_777_4,55,0.01,54.0,0.16296296
2016-02-18,gut_777_4,36,0.01,44.0,0.2
2016-02-17,gut_777_5,151464,52.65,153476.0,0.30188434
2016-02-18,gut_777_5,98907,32.7,122593.0,0.23472793
2016-02-17,gut_778_1,40031,8.0,40562.0,0.17356146
2016-02-18,gut_778_1,35566,7.54,44084.0,0.15051266
2016-02-17,gut_778_2,136,0.01,123.0,0.07154471
