report_date,keyword,rubicon_paid_impressions,rubicon_revenue,dfp_impressions,value_cpm
2016-02-14,ar37_2,1798143,289.65,1811001.0,0.14074647
2016-02-15,ar37_2,2150394,301.7,1629282.0,0.16295277
2016-02-14,ar38,10455,2.88,10529.0,0.24070663
2016-02-15,ar38,14311,3.22,12940.0,0.21897991
2016-02-14,ar38_2,5424,1.47,5463.0,0.23679298
2016-02-15,ar38_2,7271,1.81,6463.0,0.24644901
2016-02-14,ar39,1291,0.27,1300.0,0.18276924
2016-02-15,ar39,1620,0.33,1383.0,0.20997832
2016-02-14,ar39_2,7624,1.39,7679.0,0.15929157
2016-02-15,ar39_2,11572,1.57,9711.0,0.14227166
2016-02-14,ar40,3723,1.33,3751.0,0.31202347
2016-02-15,ar40,4095,1.44,3709.0,0.34165545
2016-02-14,ar40_2,9091,2.57,9156.0,0.24700742
2016-02-15,ar40_2,11332,2.42,8670.0,0.24562861
2016-02-14,ar41,31461,14.21,31648.0,0.39512134
2016-02-15,ar41,52155,19.39,47947.0,0.35587627
2016-02-14,ar41_2,108618,29.58,109395.0,0.23794872
2016-02-15,ar41_2,198766,43.94,165004.0,0.23434098
2016-02-14,ar44_1,13889,6.76,13977.0,0.42561352
2016-02-15,ar44_1,26190,11.44,24692.0,0.40771098
2016-02-14,ar44_160x600_1,12781,4.16,12864.0,0.2845771
2016-02-15,ar44_160x600_1,23661,7.13,22207.0,0.28254155
2016-02-14,ar49,108060,36.88,108801.0,0.29829138
2016-02-15,ar49,116255,36.0,102422.0,0.30930855
2016-02-14,ar49_2,408566,74.11,411487.0,0.15849055
2016-02-15,ar49_2,443707,74.33,349831.0,0.18697714
2016-02-14,ar4_728x90_1,6907,2.95,6956.0,0.373203
2016-02-15,ar4_728x90_1,12736,4.6,11510.0,0.35169417
2016-02-14,ar4_728x90_2,9161,2.7,9227.0,0.25750515
2016-02-15,ar4_728x90_2,18069,4.24,15287.0,0.24407665
2016-02-14,ar50,12879,3.44,12970.0,0.23340016
2016-02-15,ar50,16785,4.09,15896.0,0.22642175
2016-02-14,ar50_2,75197,14.42,75735.0,0.16755265
2016-02-15,ar50_2,86727,14.19,70745.0,0.17651
2016-02-14,ar51,17884,9.17,17959.0,0.4493346
2016-02-15,ar51,29142,11.55,27292.0,0.37241683
2016-02-14,ar51_2,92670,30.48,93331.0,0.28739004
2016-02-15,ar51_2,152923,37.07,128139.0,0.25457979
2016-02-14,ar52,33409,13.0,33623.0,0.34024329
2016-02-15,ar52,60728,19.71,55872.0,0.31043813
2016-02-14,ar52_2,65373,16.92,65819.0,0.22622039
2016-02-15,ar52_2,124418,26.12,104119.0,0.22076279
2016-02-14,ar53,1877,0.88,1867.0,0.41478307
2016-02-15,ar53,2222,0.96,2050.0,0.41209755
2016-02-14,ar53_1,1727,0.98,1718.0,0.50197906
2016-02-15,ar53_1,2159,1.01,2011.0,0.44196917
2016-02-14,ar53_2,12059,4.3,12144.0,0.31159422
2016-02-15,ar53_2,17572,4.54,14348.0,0.27844996
2016-02-14,ar55,6754,1.96,6803.0,0.25353521
2016-02-15,ar55,1550,0.65,1460.0,0.39178081
2016-02-14,ar55_2,4693,1.05,4727.0,0.19547281
2016-02-15,ar55_2,917,0.3,775.0,0.34064517
2016-02-14,ar56,92109,35.07,92759.0,0.33270734
2016-02-15,ar56,144521,42.87,124292.0,0.30352395
2016-02-14,ar56_2,188143,50.54,189488.0,0.23471249
2016-02-15,ar56_2,306489,58.96,247061.0,0.21000805
2016-02-14,ar58,315203,125.35,634878.0,0.17374676
2016-02-15,ar58,522544,179.95,944820.0,0.16760441
2016-02-14,ar58_2,674905,188.91,679730.0,0.24456888
2016-02-15,ar58_2,1220683,268.66,1005692.0,0.23508271
2016-02-14,ar60,41021,20.38,41273.0,0.43453103
2016-02-15,ar60,69884,32.06,68310.0,0.41301129
2016-02-14,ar60_2,72480,26.27,72990.0,0.31672284
2016-02-15,ar60_2,147720,46.11,135251.0,0.30001109
2016-02-14,ar61,31059,12.47,31256.0,0.3510878
2016-02-15,ar61,51457,18.55,46785.0,0.34891524
2016-02-14,ar61_2,58036,16.93,58442.0,0.25492626
2016-02-15,ar61_2,103629,25.6,87301.0,0.25804974
2016-02-14,ar61_728x90_1,9439,3.66,9468.0,0.34017745
2016-02-15,ar61_728x90_1,16469,5.55,15243.0,0.32040938
2016-02-14,ar62,1114841,459.93,1122767.0,0.36048298
2016-02-15,ar62,1857616,667.38,1710938.0,0.34325873
2016-02-14,ar62_2,3149641,901.32,3172163.0,0.2500381
2016-02-15,ar62_2,5568093,1275.64,4699354.0,0.23887607
2016-02-14,ar63,318,0.22,320.0,0.605
2016-02-15,ar63,1135,0.5,1113.0,0.39532794
2016-02-14,ar63_2,1186,0.55,1194.0,0.40536014
2016-02-15,ar63_2,3142,0.85,2583.0,0.28958576
2016-02-14,ar65,25,0.01,25.0,0.35199999
2016-02-15,ar65,22,0.01,22.0,0.39999999
2016-02-14,ar65_2,105,0.02,106.0,0.16603773
2016-02-15,ar65_2,148,0.04,132.0,0.26666666
2016-02-14,ar66,190,0.04,191.0,0.18429319
2016-02-15,ar66,139,0.02,91.0,0.19340659
2016-02-14,ar66_2,721,0.07,726.0,0.08484849
2016-02-15,ar66_2,513,0.06,418.0,0.12631579
2016-02-14,ar68,2515,1.31,2508.0,0.4596491
2016-02-15,ar68,4153,1.61,3894.0,0.36384181
2016-02-14,ar68_1,2601,1.43,2594.0,0.48511949
2016-02-15,ar68_1,4341,1.7,4045.0,0.36983932
2016-02-14,ar68_2,23812,8.22,23983.0,0.30161365
2016-02-15,ar68_2,34595,8.46,28835.0,0.25818623
2016-02-14,ar71_300x250,414,0.22,417.0,0.46426858
2016-02-15,ar71_300x250,1276,0.62,1206.0,0.45240465
2016-02-14,ar71_300x250_2,1283,0.84,1292.0,0.57213621
2016-02-15,ar71_300x250_2,3626,1.14,3053.0,0.32859482
2016-02-14,ar73,73992,37.26,74487.0,0.44019491
2016-02-15,ar73,109961,42.84,101366.0,0.37191169
2016-02-14,ar73_2,277097,85.79,279076.0,0.27051843
2016-02-15,ar73_2,400441,91.16,332629.0,0.24117201
2016-02-14,ar73_728x90_1,27406,11.82,27524.0,0.37791018
2016-02-15,ar73_728x90_1,41480,14.3,39473.0,0.3188002
2016-02-14,ar74,17259,7.1,17383.0,0.35943162
2016-02-15,ar74,27380,9.4,24603.0,0.33621915
2016-02-14,ar74_2,17350,5.42,17474.0,0.27295411
2016-02-15,ar74_2,27921,7.21,24384.0,0.26020341
2016-02-14,ar78,121165,25.37,122031.0,0.18295024
2016-02-15,ar78,156685,27.79,126801.0,0.19286284
2016-02-14,ar78_3,48740,12.69,49089.0,0.22748884
2016-02-15,ar78_3,59081,13.19,52613.0,0.22061467
2016-02-14,ar79,192988,46.61,194359.0,0.21103628
2016-02-15,ar79,226823,48.92,198061.0,0.21735525
2016-02-14,ar79_2,541129,78.22,545000.0,0.12630019
2016-02-15,ar79_2,626921,80.21,514732.0,0.13712922
2016-02-14,ar80,3387,1.06,3397.0,0.27459522
2016-02-15,ar80,5013,1.61,4367.0,0.32443325
2016-02-14,ar80_2,11792,2.31,11875.0,0.17118315
2016-02-15,ar80_2,18028,3.18,15245.0,0.18356183
2016-02-14,ar81,747,0.23,752.0,0.26914894
2016-02-15,ar81,894,0.23,853.0,0.23728019
2016-02-14,ar81_2,4684,1.36,4717.0,0.25372059
2016-02-15,ar81_2,7484,2.05,6689.0,0.26969651
2016-02-14,ar83,23858,9.31,24029.0,0.3409547
2016-02-15,ar83,35169,12.07,31681.0,0.33526719
2016-02-14,ar83_2,14409,4.61,14512.0,0.27954797
2016-02-15,ar83_2,17580,4.13,15529.0,0.23403955
2016-02-14,ar83_728x90_1,6309,2.18,6354.0,0.30192006
2016-02-15,ar83_728x90_1,9956,3.03,8873.0,0.30050715
2016-02-14,ar83_728x90_2,3204,1.01,3227.0,0.27542609
2016-02-15,ar83_728x90_2,4071,1.05,3516.0,0.26279862
2016-02-14,ar84,44446,26.44,44720.0,0.52028624
2016-02-15,ar84,111358,55.84,108719.0,0.45198356
2016-02-14,ar84_2,373143,132.41,375813.0,0.31004995
2016-02-15,ar84_2,874627,246.65,750539.0,0.28919482
2016-02-14,ar85,27275,29.97,27424.0,0.96169776
2016-02-15,ar85,46515,46.45,23221.0,1.7603032
2016-02-14,ar85_2,46930,38.19,47221.0,0.71170028
2016-02-15,ar85_2,84428,58.96,34944.0,1.48479851
2016-02-14,ar85_728x90_1,9179,8.89,9205.0,0.84988596
2016-02-15,ar85_728x90_1,14552,10.78,7457.0,1.27214694
2016-02-14,ar85_728x90_2,14797,10.47,14840.0,0.62086255
2016-02-15,ar85_728x90_2,26244,14.12,9824.0,1.26482084
2016-02-14,ar86,38615,16.82,38878.0,0.38071917
2016-02-15,ar86,65154,23.81,59313.0,0.35325813
2016-02-14,ar86_2,114903,42.19,115726.0,0.32081986
2016-02-15,ar86_2,200237,57.87,172616.0,0.29502247
2016-02-14,ar89,1742,1.03,1754.0,0.51676167
2016-02-15,ar89,4156,2.19,3999.0,0.48192049
2016-02-14,ar89_2,17119,6.27,17240.0,0.3200464
2016-02-15,ar89_2,41129,12.45,36085.0,0.30361646
2016-02-15,ar90,17,0.0,16.0,0.0
2016-02-14,ar90_2,26,0.01,26.0,0.33846153
2016-02-15,ar90_2,49,0.0,34.0,0.0
2016-02-14,ar91,487,0.07,490.0,0.12571429
2016-02-15,ar91,476,0.07,375.0,0.16426667
2016-02-14,ar91_1,129,0.02,127.0,0.13858267
2016-02-15,ar91_1,153,0.03,112.0,0.23571428
2016-02-14,ar91_2,2045,0.32,2060.0,0.13669903
2016-02-15,ar91_2,1465,0.16,1087.0,0.12953082
2016-02-14,ar91_728x90_2,631,0.11,636.0,0.15220126
2016-02-15,ar91_728x90_2,506,0.07,380.0,0.16210526
2016-02-14,ar92,23265,12.49,23430.0,0.46910797
2016-02-15,ar92,51610,26.01,49122.0,0.46595823
2016-02-14,ar93,479,0.37,482.0,0.67551868
2016-02-15,ar93,968,0.45,916.0,0.4323144
2016-02-14,ar93_2,3475,1.45,3500.0,0.36457144
2016-02-15,ar93_2,8438,3.02,7368.0,0.36069489
2016-02-14,ar94,66,0.05,66.0,0.66666668
2016-02-15,ar94,48,0.02,45.0,0.3911111
2016-02-14,ar94_2,140,0.06,141.0,0.37446808
2016-02-15,ar94_2,110,0.03,94.0,0.28085106
2016-02-14,ar95,159,0.02,160.0,0.11
2016-02-14,ar95_1,229,0.07,231.0,0.26666667
2016-02-14,ar96,840,0.19,839.0,0.19928486
2016-02-15,ar96,847,0.21,730.0,0.25315068
2016-02-14,ar96_2,1905,0.22,1918.0,0.10093848
2016-02-15,ar96_2,2273,0.41,1830.0,0.19715847
2016-02-14,ar_at100,24,0.0,24.0,0.0
2016-02-15,ar_at100,11,0.0,12.0,0.0
2016-02-14,ar_ble100,34,0.01,34.0,0.25882352
2016-02-15,ar_ble100,91,0.02,97.0,0.18144329
2016-02-15,ar_bro18_728x90_3,12,0.0,13.0,0.0
2016-02-14,ar_bro23_300x250_1,412,0.08,415.0,0.16963855
2016-02-15,ar_bro23_300x250_1,284,0.06,257.0,0.20544747
2016-02-14,ar_bro23_728x90_1,530,0.09,534.0,0.14831461
2016-02-15,ar_bro23_728x90_1,428,0.06,448.0,0.11785714
2016-02-14,ar_bro23_728x90_2,286,0.04,279.0,0.12616487
2016-02-15,ar_bro23_728x90_2,169,0.02,177.0,0.09943503
2016-02-15,ar_bud1_728x90_1,11,0.0,11.0,0.0
2016-02-14,ar_cs100,30,0.0,30.0,0.0
2016-02-14,ar_cs10_300x250_1,14,0.0,14.0,0.0
2016-02-14,ar_cs10_728x90_1,11,0.01,11.0,0.79999998
2016-02-15,ar_cs10_728x90_1,10,0.0,11.0,0.0
2016-02-14,ar_cs10_728x90_2,15,0.0,15.0,0.0
2016-02-15,ar_cs10_728x90_2,11,0.0,12.0,0.0
2016-02-14,ar_cs11_300x250_1,1953,0.38,1967.0,0.17000508
2016-02-15,ar_cs11_300x250_1,984,0.26,1051.0,0.21769742
2016-02-14,ar_cs11_728x90_1,2173,0.35,2189.0,0.14070352
2016-02-15,ar_cs11_728x90_1,1083,0.21,1157.0,0.15972342
2016-02-14,ar_cs11_728x90_2,972,0.15,979.0,0.13483147
2016-02-15,ar_cs11_728x90_2,449,0.06,480.0,0.11
2016-02-14,ar_cs16_300x250_1,503,0.08,507.0,0.13885601
2016-02-15,ar_cs16_300x250_1,213,0.05,228.0,0.19298246
2016-02-14,ar_cs16_728x90_1,518,0.06,522.0,0.10114942
2016-02-15,ar_cs16_728x90_1,212,0.03,226.0,0.11681416
2016-02-14,ar_cs16_728x90_2,324,0.05,326.0,0.13496933
2016-02-15,ar_cs16_728x90_2,151,0.02,161.0,0.10931677
2016-02-14,ar_els100_728x90,213,0.05,215.0,0.20465117
2016-02-15,ar_els100_728x90,181,0.04,193.0,0.18238342
2016-02-14,ar_els1_300x250_1,958,0.13,965.0,0.11854922
2016-02-15,ar_els1_300x250_1,1119,0.16,1196.0,0.11772575
2016-02-14,ar_els1_728x90_1,1023,0.16,1030.0,0.13669903
2016-02-15,ar_els1_728x90_1,1218,0.17,1301.0,0.11498847
2016-02-14,ar_els1_728x90_2,770,0.11,776.0,0.12474227
2016-02-15,ar_els1_728x90_2,915,0.12,978.0,0.10797546
2016-02-14,ar_els3_300x250_1,86,0.01,87.0,0.10114942
2016-02-15,ar_els3_300x250_1,94,0.01,100.0,0.088
2016-02-14,ar_els3_728x90_1,122,0.02,123.0,0.14308943
2016-02-15,ar_els3_728x90_1,142,0.02,152.0,0.11578947
2016-02-14,ar_els3_728x90_2,101,0.02,102.0,0.17254902
2016-02-15,ar_els3_728x90_2,107,0.01,114.0,0.07719298
2016-02-14,ar_els3_728x90_3,156,0.03,157.0,0.16815286
2016-02-15,ar_els3_728x90_3,154,0.02,165.0,0.10666666
2016-02-14,ar_end1_300x250_1,1585,0.39,1596.0,0.21503759
2016-02-15,ar_end1_300x250_1,113,0.03,121.0,0.21818181
2016-02-14,ar_end1_728x90_1,1660,0.33,1672.0,0.17368422
2016-02-15,ar_end1_728x90_1,108,0.02,115.0,0.15304347
2016-02-14,ar_end1_728x90_2,1426,0.33,1436.0,0.20222842
2016-02-15,ar_end1_728x90_2,79,0.03,84.0,0.31428571
2016-02-15,ar_end2_728x90_1,10,0.0,11.0,0.0
2016-02-14,ar_fnb1_728x90_1,10570,9.67,10646.0,0.7993237
2016-02-15,ar_fnb1_728x90_1,12615,11.24,13478.0,0.73387741
2016-02-14,ar_fnb1_hpu_1,6763,5.43,6811.0,0.70157097
2016-02-15,ar_fnb1_hpu_1,7185,5.7,7676.0,0.65346532
2016-02-14,ar_hwy2,46,0.01,46.0,0.19130434
2016-02-15,ar_hwy2,48,0.01,45.0,0.19555555
2016-02-14,ar_jam17,37,0.22,37.0,5.2324324
2016-02-14,ar_jam17_300x250_1,1058,0.25,1066.0,0.20637899
2016-02-15,ar_jam17_300x250_1,196,0.04,209.0,0.16842105
2016-02-14,ar_jam17_728x90_1,1154,0.22,1162.0,0.16660929
2016-02-15,ar_jam17_728x90_1,235,0.04,234.0,0.15042735
2016-02-14,ar_jam21_1,346,0.04,348.0,0.10114942
2016-02-15,ar_jam21_1,47,0.01,50.0,0.176
2016-02-14,ar_lau100,100,0.01,101.0,0.08712871
2016-02-15,ar_lau100,99,0.0,106.0,0.0
2016-02-14,ar_lau1_300x250_1,86,0.01,87.0,0.10114942
2016-02-15,ar_lau1_300x250_1,51,0.01,54.0,0.16296296
2016-02-14,ar_lau1_728x90_1,77,0.0,78.0,0.0
2016-02-15,ar_lau1_728x90_1,59,0.01,63.0,0.13968254
2016-02-14,ar_lau1_728x90_2,89,0.01,90.0,0.09777778
2016-02-15,ar_lau1_728x90_2,67,0.01,72.0,0.12222222
2016-02-14,ar_lau1_728x90_3,77,0.01,78.0,0.11282051
2016-02-15,ar_lau1_728x90_3,58,0.0,62.0,0.0
2016-02-14,ar_mar1_300x250_1,105,0.02,106.0,0.16603773
2016-02-15,ar_mar1_300x250_1,102,0.01,109.0,0.08073394
2016-02-14,ar_mar1_728x90_1,116,0.01,117.0,0.07521367
2016-02-15,ar_mar1_728x90_1,102,0.01,109.0,0.08073394
2016-02-14,ar_mar1_728x90_2,125,0.02,126.0,0.13968254
2016-02-15,ar_mar1_728x90_2,128,0.01,137.0,0.06423358
2016-02-14,ar_mar2_300x250_1,29,0.01,29.0,0.30344827
2016-02-15,ar_mar2_300x250_1,48,0.02,51.0,0.34509803
2016-02-14,ar_mar2_728x90_1,24,0.01,24.0,0.36666666
2016-02-15,ar_mar2_728x90_1,62,0.02,66.0,0.26666666
2016-02-14,ar_mar2_728x90_2,18,0.0,18.0,0.0
2016-02-15,ar_mar2_728x90_2,37,0.01,40.0,0.22
2016-02-14,ar_mh100,644,0.08,649.0,0.10847457
2016-02-15,ar_mh100,677,0.1,723.0,0.12171508
2016-02-14,ar_mh6_300x250_1,271,0.05,273.0,0.16117216
2016-02-15,ar_mh6_300x250_1,134,0.03,143.0,0.18461538
2016-02-14,ar_mh6_728x90_1,290,0.04,292.0,0.12054794
2016-02-15,ar_mh6_728x90_1,140,0.03,150.0,0.176
2016-02-14,ar_mh6_728x90_2,204,0.04,205.0,0.17170731
2016-02-15,ar_mh6_728x90_2,93,0.02,99.0,0.17777777
2016-02-14,ar_mor1_300x250_1,50,0.01,50.0,0.176
2016-02-15,ar_mor1_300x250_1,45,0.0,48.0,0.0
2016-02-14,ar_mor1_728x90_1,47,0.0,47.0,0.0
2016-02-15,ar_mor1_728x90_1,42,0.0,45.0,0.0
2016-02-14,ar_mor1_728x90_2,59,0.0,59.0,0.0
2016-02-15,ar_mor1_728x90_2,48,0.0,51.0,0.0
2016-02-14,ar_mor1_728x90_3,59,0.0,59.0,0.0
2016-02-15,ar_mor1_728x90_3,52,0.0,56.0,0.0
2016-02-14,gut_313,51824,4.94,52167.0,0.08333238
2016-02-15,gut_313,63258,5.46,67442.0,0.07124344
2016-02-14,gut_313_1,134408,10.89,135366.0,0.07079474
2016-02-15,gut_313_1,167261,12.53,178396.0,0.06180856
2016-02-14,gut_313_3,119789,9.48,120645.0,0.06914832
2016-02-15,gut_313_3,150271,11.63,160132.0,0.06391227
2016-02-14,gut_313_4,71586,5.06,72099.0,0.06175952
2016-02-15,gut_313_4,96187,6.98,102468.0,0.05994457
2016-02-14,gut_636_1,15252,3.58,15361.0,0.20509081
2016-02-15,gut_636_1,36167,7.56,38425.0,0.17313728
2016-02-14,gut_636_2,56,0.01,56.0,0.15714285
2016-02-15,gut_636_2,126,0.02,133.0,0.13233082
2016-02-14,gut_636_3,20712,3.98,20860.0,0.16790029
2016-02-15,gut_636_3,47335,8.71,50035.0,0.15318877
2016-02-14,gut_636_4,21497,4.36,21651.0,0.17721122
2016-02-15,gut_636_4,49365,9.22,52174.0,0.15551041
2016-02-14,gut_636_5,27978,8.83,28178.0,0.27576123
2016-02-15,gut_636_5,63297,18.78,66993.0,0.24668847
2016-02-14,gut_670,11,0.01,11.0,0.79999998
2016-02-15,gut_670,19,0.0,19.0,0.0
2016-02-14,gut_670_1,146,0.11,147.0,0.6585034
2016-02-15,gut_670_1,159,0.06,167.0,0.31616766
2016-02-14,gut_670_2,146,0.09,147.0,0.53877553
2016-02-15,gut_670_2,158,0.05,163.0,0.26993865
2016-02-14,gut_703_1,39292,3.91,39573.0,0.08694817
2016-02-15,gut_703_1,39990,3.59,39094.0,0.08081035
2016-02-14,gut_703_2,41336,3.72,41632.0,0.07863182
2016-02-15,gut_703_2,40393,3.14,37622.0,0.07344639
2016-02-14,gut_703_3,225,0.02,226.0,0.0778761
2016-02-15,gut_703_3,269,0.02,255.0,0.06901961
2016-02-14,gut_703_4,41986,3.88,42286.0,0.0807454
2016-02-15,gut_703_4,41244,3.32,38524.0,0.07583844
2016-02-14,gut_703_5,43532,4.61,43843.0,0.09253017
2016-02-15,gut_703_5,42494,3.92,40365.0,0.08546018
2016-02-14,gut_706_3,16,0.0,16.0,0.0
2016-02-15,gut_706_3,22,0.0,21.0,0.0
2016-02-14,gut_706_4,17,0.0,17.0,0.0
2016-02-15,gut_706_4,19,0.0,19.0,0.0
2016-02-14,gut_706_5,46,0.02,46.0,0.38260869
2016-02-15,gut_706_5,49,0.02,48.0,0.36666666
2016-02-14,gut_708_1,1297,0.33,1297.0,0.22390132
2016-02-15,gut_708_1,3007,0.66,3184.0,0.18241207
2016-02-14,gut_708_3,8705,1.57,8766.0,0.15760895
2016-02-15,gut_708_3,18839,3.29,19973.0,0.14495569
2016-02-14,gut_708_4,8922,1.65,8986.0,0.16158468
2016-02-15,gut_708_4,19315,3.4,20454.0,0.14627946
2016-02-14,gut_708_5,11807,3.6,11891.0,0.26641997
2016-02-15,gut_708_5,25020,7.08,26516.0,0.23496756
2016-02-14,gut_742_1,86924,14.61,87546.0,0.14685765
2016-02-15,gut_742_1,138495,21.74,146195.0,0.13086084
2016-02-14,gut_742_2,309,0.03,305.0,0.08655738
2016-02-15,gut_742_2,493,0.05,505.0,0.08712871
2016-02-14,gut_742_3,177716,29.68,178986.0,0.14592426
2016-02-15,gut_742_3,250681,43.23,262897.0,0.14470458
2016-02-14,gut_742_4,177120,27.92,178387.0,0.13773201
2016-02-15,gut_742_4,249375,41.02,261385.0,0.13810127
2016-02-14,gut_742_5,279150,98.67,281146.0,0.30884166
2016-02-15,gut_742_5,349982,108.2,368107.0,0.25866391
2016-02-14,gut_750_1,4587,1.17,4621.0,0.22280891
2016-02-15,gut_750_1,3916,0.74,4112.0,0.15836576
2016-02-14,gut_750_2,3400,0.41,3424.0,0.10537383
2016-02-15,gut_750_2,3060,0.29,3214.0,0.07940261
2016-02-14,gut_750_3,6044,1.45,6087.0,0.20962708
2016-02-15,gut_750_3,5595,1.1,5808.0,0.16666667
2016-02-14,gut_777_3,77,0.01,69.0,0.12753623
2016-02-15,gut_777_3,115,0.01,111.0,0.07927928
2016-02-14,gut_777_4,80,0.01,72.0,0.12222222
2016-02-15,gut_777_4,104,0.01,100.0,0.088
2016-02-14,gut_777_5,250473,91.41,252265.0,0.31887421
2016-02-15,gut_777_5,313573,101.9,330501.0,0.27132142
2016-02-14,gut_778_1,81236,18.27,81817.0,0.19650684
2016-02-15,gut_778_1,84793,16.42,88438.0,0.16338678
2016-02-14,gut_778_2,177,0.03,176.0,0.15
2016-02-15,gut_778_2,194,0.02,200.0,0.088
2016-02-14,gut_778_3,88237,14.3,88869.0,0.14160169
2016-02-15,gut_778_3,92272,14.02,95207.0,0.12958711
2016-02-14,gut_778_5,106070,24.47,106830.0,0.20156884
