report_date,keyword,rubicon_paid_impressions,rubicon_revenue,dfp_impressions,value_cpm
2016-02-15,gut_778_5,109330,23.95,113275.0,0.18606048
2016-02-14,gut_801_1,191585,28.41,192954.0,0.1295687
2016-02-15,gut_801_1,349746,47.63,369514.0,0.11343116
2016-02-14,gut_801_3,123013,22.6,123891.0,0.16052821
2016-02-15,gut_801_3,213368,34.93,224468.0,0.1369389
2016-02-14,gut_801_5,326844,102.69,329179.0,0.27452299
2016-02-15,gut_801_5,540961,150.56,570566.0,0.23221292
2016-02-14,gut_803_1,49112,11.83,49463.0,0.21046843
2016-02-15,gut_803_1,61565,13.01,63806.0,0.1794314
2016-02-14,gut_803_2,29098,3.54,29306.0,0.10629905
2016-02-15,gut_803_2,35732,3.61,36931.0,0.08601987
2016-02-14,gut_803_3,55898,10.09,56298.0,0.15771786
2016-02-15,gut_803_3,70387,11.53,71971.0,0.140979
2016-02-14,gut_805_1,122297,19.65,123174.0,0.14038677
2016-02-15,gut_805_1,171642,26.81,181246.0,0.13017004
2016-02-14,gut_805_3,76695,14.7,77224.0,0.16751269
2016-02-15,gut_805_3,103402,18.86,108577.0,0.15285742
2016-02-14,gut_805_5,221563,79.43,223145.0,0.31324206
2016-02-15,gut_805_5,277876,89.05,292581.0,0.26783695
2016-02-14,gut_808_1,1920704,338.46,1934441.0,0.15396944
2016-02-15,gut_808_1,467408,72.37,493187.0,0.12913074
2016-02-14,gut_808_3,1236047,255.09,1244835.0,0.18032847
2016-02-15,gut_808_3,286174,52.32,300321.0,0.15330796
2016-02-14,gut_808_5,3719144,1461.45,3745739.0,0.34334372
2016-02-15,gut_808_5,757095,240.37,796567.0,0.26554652
2016-02-14,gut_812_1,91590,28.73,92246.0,0.27407584
2016-02-15,gut_812_1,105954,27.69,111087.0,0.2193524
2016-02-15,gut_812_2,59,0.01,26.0,0.33846153
2016-02-14,gut_812_3,126958,35.69,127867.0,0.24562396
2016-02-15,gut_812_3,142953,35.43,148210.0,0.21036637
2016-02-14,gut_812_4,126888,34.61,127792.0,0.23833104
2016-02-15,gut_812_4,142909,34.59,148018.0,0.20564526
2016-02-14,gut_812_5,136270,51.57,137245.0,0.33066122
2016-02-15,gut_812_5,152338,50.46,158356.0,0.28041122
2016-02-14,gut_814_1,70639,16.49,71144.0,0.20396941
2016-02-15,gut_814_1,73282,14.85,76447.0,0.17094196
2016-02-14,gut_814_2,265,0.04,265.0,0.13283019
2016-02-15,gut_814_2,263,0.05,271.0,0.16236163
2016-02-14,gut_814_3,82079,14.98,82666.0,0.1594658
2016-02-15,gut_814_3,83722,14.04,86186.0,0.14335507
2016-02-14,gut_814_4,81296,14.21,81877.0,0.15272665
2016-02-15,gut_814_4,82380,13.21,84923.0,0.13688636
2016-02-14,gut_814_5,87827,20.12,88456.0,0.2001628
2016-02-15,gut_814_5,90221,19.44,93498.0,0.18296862
2016-02-14,gut_815_1,40227,10.88,40515.0,0.23631742
2016-02-15,gut_815_1,47512,11.34,50019.0,0.19950819
2016-02-14,gut_815_3,1922,0.25,1936.0,0.11363636
2016-02-15,gut_815_3,2611,0.3,2741.0,0.09631522
2016-02-14,gut_815_4,57495,13.68,57907.0,0.20789197
2016-02-15,gut_815_4,67277,15.24,70295.0,0.19078455
2016-02-14,gut_815_5,74255,28.46,74785.0,0.33489068
2016-02-15,gut_815_5,83445,29.33,87413.0,0.29526958
2016-02-14,gut_825_1,424515,112.23,427553.0,0.23099453
2016-02-15,gut_825_1,577392,132.17,607493.0,0.19145834
2016-02-14,gut_825_2,378,0.04,369.0,0.09539295
2016-02-15,gut_825_2,531,0.05,562.0,0.07829182
2016-02-14,gut_825_3,131452,26.47,132340.0,0.17601329
2016-02-15,gut_825_3,182871,33.35,191668.0,0.15311893
2016-02-14,gut_825_4,184826,37.05,186140.0,0.17515848
2016-02-15,gut_825_4,260501,46.52,272957.0,0.1499782
2016-02-14,gut_825_5,496426,183.51,499975.0,0.32299374
2016-02-15,gut_825_5,654638,205.14,689126.0,0.26195964
2016-02-14,gut_826_1,13997,3.88,14098.0,0.24219039
2016-02-15,gut_826_1,33776,8.37,35763.0,0.20595587
2016-02-14,gut_826_3,6000,1.17,6033.0,0.17066136
2016-02-15,gut_826_3,15251,2.79,16055.0,0.15292432
2016-02-14,gut_826_4,5466,1.0,5497.0,0.16008732
2016-02-15,gut_826_4,13843,2.47,14598.0,0.14889711
2016-02-14,gut_826_5,16278,5.31,16394.0,0.28503111
2016-02-15,gut_826_5,39120,11.69,41337.0,0.24886179
2016-02-14,gut_829_1,3738,1.67,3764.0,0.3904357
2016-02-15,gut_829_1,5946,2.68,6096.0,0.38687665
2016-02-14,gut_829_3,1631,0.56,1633.0,0.30177587
2016-02-15,gut_829_3,2738,0.98,2786.0,0.30954774
2016-02-14,gut_829_4,88455,14.16,89088.0,0.13987069
2016-02-15,gut_829_4,93593,14.46,96542.0,0.13180585
2016-02-14,gut_829_5,4578,2.87,4612.0,0.5476149
2016-02-15,gut_829_5,7232,4.59,7439.0,0.54297622
2016-02-14,gut_843_1,127459,20.35,128371.0,0.13950192
2016-02-15,gut_843_1,174495,26.64,184263.0,0.12722684
2016-02-14,gut_843_3,80151,15.25,80724.0,0.16624548
2016-02-15,gut_843_3,105904,19.06,111200.0,0.15083453
2016-02-14,gut_843_5,229818,81.23,231461.0,0.30883131
2016-02-15,gut_843_5,283204,89.78,298161.0,0.26497898
2016-02-14,gut_849_1,543942,119.65,547831.0,0.19219796
2016-02-15,gut_849_1,609803,126.48,640754.0,0.17370536
2016-02-14,gut_849_2,363,0.04,364.0,0.09670329
2016-02-15,gut_849_2,436,0.04,461.0,0.07635575
2016-02-14,gut_849_3,294289,59.96,296394.0,0.17802249
2016-02-15,gut_849_3,328849,63.54,344124.0,0.16248562
2016-02-14,gut_849_4,302121,64.66,304281.0,0.18700084
2016-02-15,gut_849_4,334749,65.55,350065.0,0.16478083
2016-02-14,gut_849_5,694826,234.18,699796.0,0.29448353
2016-02-15,gut_849_5,756895,234.18,795662.0,0.25900243
2016-02-14,gut_857,20078,3.77,20222.0,0.16405894
2016-02-15,gut_857,19606,3.51,20276.0,0.15233774
2016-02-14,gut_857_2,17164,2.43,17286.0,0.12370705
2016-02-15,gut_857_2,16485,2.23,17124.0,0.11459939
2016-02-14,gut_857_3,10128,1.21,10200.0,0.10439216
2016-02-15,gut_857_3,9418,1.17,9814.0,0.10491135
2016-02-14,gut_858_1,6721,1.72,6769.0,0.22360763
2016-02-15,gut_858_1,6577,1.48,6907.0,0.18856233
2016-02-14,gut_858_3,3333,0.7,3356.0,0.18355184
2016-02-15,gut_858_3,3340,0.66,3480.0,0.16689656
2016-02-14,gut_858_4,3309,0.65,3334.0,0.17156568
2016-02-15,gut_858_4,3207,0.62,3361.0,0.16233264
2016-02-14,gut_858_5,7830,2.61,7886.0,0.29125031
2016-02-15,gut_858_5,7410,2.1,7772.0,0.23777662
2016-02-14,gut_862_5,43,0.05,43.0,1.02325583
2016-02-15,gut_862_5,36,0.04,37.0,0.95135133
2016-02-15,gut_869_5,11,0.01,12.0,0.73333332
2016-02-14,gut_870_1,894625,272.3,901023.0,0.26594658
2016-02-15,gut_870_1,953274,251.87,1005550.0,0.22042225
2016-02-14,gut_870_2,4544,0.89,4553.0,0.17201845
2016-02-15,gut_870_2,5451,1.01,5693.0,0.15612155
2016-02-14,gut_870_3,905950,201.77,912429.0,0.19459882
2016-02-15,gut_870_3,976508,201.0,1024214.0,0.17269828
2016-02-14,gut_870_4,904443,195.57,910909.0,0.18893392
2016-02-15,gut_870_4,975756,195.11,1023167.0,0.16780917
2016-02-14,gut_870_5,1036633,330.72,1044045.0,0.2787558
2016-02-15,gut_870_5,1096612,312.07,1150451.0,0.23870778
2016-02-14,gut_871_5,48753,21.15,49102.0,0.37904769
2016-02-15,gut_871_5,56068,22.47,58939.0,0.33549262
2016-02-14,gut_876_1,15188,5.23,15289.0,0.30102688
2016-02-15,gut_876_1,24296,7.61,25651.0,0.26107365
2016-02-14,gut_876_2,276,0.06,267.0,0.1977528
2016-02-15,gut_876_2,559,0.1,588.0,0.14965987
2016-02-14,gut_876_3,108628,29.65,109405.0,0.23849001
2016-02-15,gut_876_3,167171,41.81,175461.0,0.20969219
2016-02-14,gut_876_4,107534,28.45,108304.0,0.23116414
2016-02-15,gut_876_4,165201,39.7,173357.0,0.20152633
2016-02-14,gut_876_5,137093,62.07,138073.0,0.39559943
2016-02-15,gut_876_5,203389,79.91,213976.0,0.32863874
2016-02-14,gut_877_1,8331,4.31,8391.0,0.4520081
2016-02-15,gut_877_1,11204,5.49,11726.0,0.41200749
2016-02-14,gut_877_3,10617,4.59,10693.0,0.37774246
2016-02-15,gut_877_3,13946,5.79,14435.0,0.3529754
2016-02-14,gut_877_4,10549,4.4,10624.0,0.36445784
2016-02-15,gut_877_4,13956,5.7,14416.0,0.34794671
2016-02-14,gut_877_5,14810,10.48,14916.0,0.61828906
2016-02-15,gut_877_5,18160,11.62,18881.0,0.54158148
2016-02-14,gut_878_1,338967,54.33,341395.0,0.14004424
2016-02-15,gut_878_1,465671,71.74,491718.0,0.12838903
2016-02-14,gut_878_3,216374,41.77,217911.0,0.16868171
2016-02-15,gut_878_3,285635,52.32,299808.0,0.15357028
2016-02-14,gut_878_5,609122,217.02,613478.0,0.3113031
2016-02-15,gut_878_5,752334,237.88,792000.0,0.26431112
2016-02-14,gut_882_1,56289,9.66,56692.0,0.14994708
2016-02-15,gut_882_1,62533,9.8,66204.0,0.13026403
2016-02-14,gut_882_3,35948,7.33,36196.0,0.17820753
2016-02-15,gut_882_3,41346,8.44,43374.0,0.17123622
2016-02-14,gut_882_5,115460,46.36,116286.0,0.35083158
2016-02-15,gut_882_5,122199,45.74,128525.0,0.31317799
2016-02-14,gut_885_1,95,0.05,96.0,0.45833334
2016-02-15,gut_885_1,153,0.06,157.0,0.33630572
2016-02-14,gut_885_3,42,0.01,42.0,0.2095238
2016-02-15,gut_885_3,76,0.02,76.0,0.23157894
2016-02-14,gut_885_5,149,0.08,150.0,0.46933332
2016-02-15,gut_885_5,198,0.1,207.0,0.42512078
2016-02-14,gut_888_1,18565,2.62,18699.0,0.12330071
2016-02-15,gut_888_1,20796,2.84,21661.0,0.11537786
2016-02-14,gut_888_3,12252,2.07,12320.0,0.14785714
2016-02-15,gut_888_3,13143,2.04,13486.0,0.13311582
2016-02-14,gut_888_5,29801,7.47,30013.0,0.21902508
2016-02-15,gut_888_5,31837,7.2,32784.0,0.193265
2016-02-14,gut_889_1,111911,31.24,112713.0,0.24390443
2016-02-15,gut_889_1,264252,63.58,279515.0,0.20016959
2016-02-14,gut_889_2,33,0.0,32.0,0.0
2016-02-15,gut_889_2,107,0.02,112.0,0.15714285
2016-02-14,gut_889_3,51534,10.66,51893.0,0.18077197
2016-02-15,gut_889_3,125427,23.16,132343.0,0.15399983
2016-02-14,gut_889_4,48360,9.73,48684.0,0.17587708
2016-02-15,gut_889_4,118507,21.58,124970.0,0.15195967
2016-02-14,gut_889_5,130636,43.64,131571.0,0.29188195
2016-02-15,gut_889_5,304683,91.29,321900.0,0.24956571
2016-02-14,gut_890_1,3331370,487.59,3355194.0,0.12788506
2016-02-15,gut_890_1,6839433,1022.39,7215130.0,0.12469674
2016-02-14,gut_890_3,2099174,382.05,2114163.0,0.15902463
2016-02-15,gut_890_3,4176656,757.56,4383197.0,0.15209282
2016-02-14,gut_890_5,5669385,1841.36,5709924.0,0.28378605
2016-02-15,gut_890_5,10981798,3411.95,11553934.0,0.25986958
2016-02-14,gut_891_1,13,0.01,13.0,0.67692306
2016-02-14,gut_891_3,15,0.01,15.0,0.58666665
2016-02-14,gut_891_5,57,0.04,57.0,0.61754385
2016-02-15,gut_891_5,29,0.03,31.0,0.85161288
2016-02-14,gut_895_1,9085,1.42,9150.0,0.1365683
2016-02-15,gut_895_1,10357,1.65,10941.0,0.13271182
2016-02-14,gut_895_3,4942,0.79,4978.0,0.13965448
2016-02-15,gut_895_3,6054,0.99,6369.0,0.13678757
2016-02-14,gut_895_5,14338,4.39,14440.0,0.26753462
2016-02-15,gut_895_5,16334,5.1,17186.0,0.26114279
2016-02-14,gut_896_1,151515,67.76,152597.0,0.39075999
2016-02-15,gut_896_1,217344,94.17,226522.0,0.36583466
2016-02-14,gut_896_2,524,0.13,528.0,0.21666666
2016-02-15,gut_896_2,664,0.17,699.0,0.21402003
2016-02-14,gut_896_3,254801,104.53,256623.0,0.35844955
2016-02-15,gut_896_3,343524,139.06,353300.0,0.34637078
2016-02-14,gut_896_4,284863,118.9,286899.0,0.36469978
2016-02-15,gut_896_4,383063,155.4,394097.0,0.34700085
2016-02-14,gut_896_5,408932,286.99,411856.0,0.61320265
2016-02-15,gut_896_5,511009,333.2,530265.0,0.55296128
2016-02-14,gut_897_1,18748,3.02,18881.0,0.14075526
2016-02-15,gut_897_1,21949,3.51,23179.0,0.13325855
2016-02-14,gut_897_3,10864,1.85,10932.0,0.1489206
2016-02-15,gut_897_3,12557,2.21,13229.0,0.14701036
2016-02-14,gut_897_5,31275,9.51,31498.0,0.26569307
2016-02-15,gut_897_5,34717,10.5,36548.0,0.25281821
2016-02-14,gut_900_1,36,0.02,36.0,0.48888888
2016-02-15,gut_900_1,29,0.02,31.0,0.56774192
2016-02-14,gut_900_3,19,0.01,19.0,0.46315788
2016-02-15,gut_900_3,16,0.01,17.0,0.51764705
2016-02-14,gut_900_5,59,0.05,59.0,0.74576272
2016-02-15,gut_900_5,46,0.05,49.0,0.8979592
2016-02-14,gut_902_3,86,0.06,87.0,0.60689654
2016-02-15,gut_902_3,39,0.03,41.0,0.64390242
2016-02-14,gut_902_5,436,0.44,439.0,0.88200455
2016-02-15,gut_902_5,214,0.24,229.0,0.92227072
2016-02-14,gut_903_1,206,0.12,207.0,0.51014492
2016-02-15,gut_903_1,126,0.09,134.0,0.5910448
2016-02-14,gut_907_5,19,0.02,19.0,0.92631577
2016-02-15,gut_907_5,13,0.02,14.0,1.25714283
2016-02-14,gut_908_1,707719,210.9,712776.0,0.26037913
2016-02-15,gut_908_1,844665,222.88,887434.0,0.22101295
2016-02-14,gut_908_2,350,0.04,349.0,0.1008596
2016-02-15,gut_908_2,628,0.06,663.0,0.07963801
2016-02-14,gut_908_3,322084,68.21,324387.0,0.18504071
2016-02-15,gut_908_3,394346,78.34,411833.0,0.167396
2016-02-14,gut_908_4,306334,64.84,308527.0,0.18494069
2016-02-15,gut_908_4,377509,74.31,393853.0,0.16603351
2016-02-14,gut_908_5,816120,300.13,821955.0,0.32132465
2016-02-15,gut_908_5,965182,324.64,1010844.0,0.2826185
2016-02-14,gut_909_1,134129,21.7,135089.0,0.14135866
2016-02-15,gut_909_1,187386,28.52,197790.0,0.12689014
2016-02-14,gut_909_3,85484,16.53,86076.0,0.16899485
2016-02-15,gut_909_3,114608,20.9,120286.0,0.15290225
2016-02-14,gut_909_5,243252,87.73,244989.0,0.315126
2016-02-15,gut_909_5,303482,97.0,319399.0,0.26725193
2016-02-14,gut_912_1,35901,5.49,36159.0,0.13360988
2016-02-15,gut_912_1,37653,5.62,39185.0,0.12621156
2016-02-14,gut_912_3,19307,3.03,19444.0,0.13713228
2016-02-15,gut_912_3,20048,2.94,20610.0,0.1255313
2016-02-14,gut_912_5,48647,11.5,48994.0,0.2065559
2016-02-15,gut_912_5,50021,11.43,51614.0,0.19487736
2016-02-14,gut_913_1,197,0.15,198.0,0.66666669
2016-02-15,gut_913_1,211,0.14,221.0,0.55746607
2016-02-14,gut_913_3,80,0.04,81.0,0.43456789
2016-02-15,gut_913_3,103,0.04,108.0,0.32592592
2016-02-14,gut_913_4,77,0.04,78.0,0.45128204
2016-02-15,gut_913_4,99,0.04,105.0,0.33523809
2016-02-14,gut_913_5,293,0.35,295.0,1.04406778
2016-02-15,gut_913_5,290,0.28,306.0,0.80522876
2016-02-14,gut_916_1,141054,22.83,142062.0,0.14141994
2016-02-15,gut_916_1,193487,29.76,204296.0,0.12819047
2016-02-14,gut_916_3,89333,17.54,89951.0,0.17159566
2016-02-15,gut_916_3,118726,21.71,124670.0,0.15324295
2016-02-14,gut_916_5,253057,90.05,254865.0,0.3109254
2016-02-15,gut_916_5,313061,100.29,329428.0,0.26790437
2016-02-14,gut_917_1,34188,7.39,34432.0,0.18887081
2016-02-15,gut_917_1,43953,8.47,46384.0,0.16069335
2016-02-14,gut_917_2,113,0.02,104.0,0.16923077
2016-02-15,gut_917_2,198,0.03,192.0,0.1375
2016-02-14,gut_917_3,47708,8.82,48049.0,0.16153509
2016-02-15,gut_917_3,61078,10.93,63949.0,0.15040736
2016-02-14,gut_917_4,49482,9.02,49837.0,0.15927123
2016-02-15,gut_917_4,64039,11.37,67106.0,0.14910142
2016-02-14,gut_917_5,74318,27.79,74849.0,0.32672715
2016-02-15,gut_917_5,89800,29.97,94179.0,0.28003694
2016-02-14,gut_919_1,857248,122.55,863376.0,0.12490966
2016-02-15,gut_919_1,922344,124.2,958460.0,0.11403293
2016-02-14,gut_919_3,555284,94.35,559235.0,0.1484671
2016-02-15,gut_919_3,567523,88.86,582534.0,0.1342356
2016-02-14,gut_919_5,1340360,327.41,1349942.0,0.21343199
2016-02-15,gut_919_5,1380917,315.23,1422420.0,0.19502145
2016-02-14,gut_920_1,141163,22.47,142171.0,0.13908321
2016-02-15,gut_920_1,197005,29.99,207905.0,0.12693875
2016-02-14,gut_920_3,89562,17.32,90205.0,0.16896624
2016-02-15,gut_920_3,119986,21.73,125881.0,0.15190855
2016-02-14,gut_920_5,319270,112.7,321555.0,0.30842623
2016-02-15,gut_920_5,394892,123.69,415154.0,0.26218512
2016-02-14,gut_922_5,26,0.03,26.0,1.01538459
2016-02-15,gut_922_5,35,0.05,37.0,1.18918921
2016-02-14,gut_923_1,2657423,613.18,2676430.0,0.20161125
2016-02-15,gut_923_1,3325492,680.03,3500254.0,0.17096657
2016-02-14,gut_923_2,1052,0.11,993.0,0.09748238
2016-02-15,gut_923_2,1450,0.14,1478.0,0.08335589
2016-02-14,gut_923_3,1227748,214.96,1236525.0,0.15298098
2016-02-15,gut_923_3,1571566,255.99,1648251.0,0.13667288
2016-02-14,gut_923_4,1163014,201.49,1171329.0,0.15137609
2016-02-15,gut_923_4,1499053,238.57,1571796.0,0.13356797
2016-02-14,gut_923_5,3064492,909.13,3086403.0,0.25921255
2016-02-15,gut_923_5,3741019,984.92,3938656.0,0.22005719
2016-02-14,gut_924_1,4002,0.53,4031.0,0.11570329
2016-02-15,gut_924_1,4988,0.63,5010.0,0.11065868
2016-02-14,gut_924_3,5100,0.69,5136.0,0.1182243
2016-02-15,gut_924_3,6316,0.84,6373.0,0.11598933
2016-02-14,gut_924_5,3162,0.67,3185.0,0.18511774
2016-02-15,gut_924_5,3412,0.7,3448.0,0.17865429
2016-02-14,gut_927_1,439820,112.1,442963.0,0.22270031
2016-02-15,gut_927_1,558159,127.47,587251.0,0.19101475
2016-02-14,gut_927_2,221831,32.29,223418.0,0.12718403
2016-02-15,gut_927_2,284813,39.44,300778.0,0.11539141
2016-02-14,gut_927_3,206802,38.66,208283.0,0.1633393
2016-02-15,gut_927_3,264724,47.27,276454.0,0.15046843
2016-02-14,gut_927_4,196929,36.16,198327.0,0.16044613
2016-02-15,gut_927_4,254098,44.05,265387.0,0.14606593
2016-02-14,gut_927_5,487807,146.56,491299.0,0.26251386
2016-02-15,gut_927_5,621367,177.52,651013.0,0.23996081
2016-02-14,gut_928_1,133743,21.56,134698.0,0.14085435
2016-02-15,gut_928_1,185768,28.43,196007.0,0.12764034
2016-02-14,gut_928_3,84971,16.46,85559.0,0.16929603
2016-02-15,gut_928_3,112525,20.37,118091.0,0.15179481
2016-02-14,gut_928_5,242243,87.51,243973.0,0.31564477
2016-02-15,gut_928_5,298910,93.67,314572.0,0.2620373
2016-02-14,gut_929_1,259,0.11,261.0,0.37088122
2016-02-15,gut_929_1,345,0.13,349.0,0.32779368
2016-02-14,gut_929_3,121,0.05,122.0,0.36065574
2016-02-15,gut_929_3,149,0.05,152.0,0.28947369
2016-02-14,gut_929_4,90,0.03,91.0,0.29010988
2016-02-15,gut_929_4,136,0.04,138.0,0.25507246
2016-02-14,gut_929_5,332,0.2,334.0,0.52694612
2016-02-15,gut_929_5,400,0.23,404.0,0.50099011
2016-02-14,gut_930_1,16,0.0,16.0,0.0
2016-02-15,gut_930_1,29,0.01,29.0,0.30344827
2016-02-14,gut_930_5,66,0.03,66.0,0.39999999
2016-02-15,gut_930_5,69,0.03,69.0,0.38260869
2016-02-14,gut_931_1,90,0.04,91.0,0.38681318
2016-02-15,gut_931_1,120,0.07,125.0,0.4928
2016-02-14,gut_931_3,131,0.05,132.0,0.33333334
2016-02-15,gut_931_3,154,0.05,158.0,0.27848102
2016-02-14,gut_931_5,68,0.05,68.0,0.64705883
2016-02-15,gut_931_5,82,0.05,85.0,0.51764707
2016-02-14,gut_932_1,167,0.07,168.0,0.36666667
2016-02-15,gut_932_1,221,0.11,230.0,0.42086956
2016-02-14,gut_932_3,353,0.16,356.0,0.39550561
2016-02-15,gut_932_3,408,0.19,417.0,0.40095923
2016-02-14,gut_932_5,199,0.18,200.0,0.79200003
2016-02-15,gut_932_5,250,0.17,260.0,0.57538462
2016-02-14,gut_933_1,19171,2.84,19307.0,0.12944528
2016-02-15,gut_933_1,22749,3.26,24015.0,0.11945867
2016-02-14,gut_933_3,11734,1.74,11783.0,0.12994993
2016-02-15,gut_933_3,14718,2.25,15396.0,0.12860483
2016-02-14,gut_933_4,11917,1.84,11968.0,0.13529412
2016-02-15,gut_933_4,14830,2.41,15531.0,0.13655271
2016-02-14,gut_933_5,35396,10.85,35649.0,0.26783361
2016-02-15,gut_933_5,43842,13.71,45962.0,0.26249511
2016-02-14,gut_935_1,90299,33.72,90946.0,0.32627714
2016-02-15,gut_935_1,53961,26.55,56186.0,0.41583311
2016-02-14,gut_935_2,53,0.01,40.0,0.22
2016-02-15,gut_935_2,27,0.01,20.0,0.43999999
2016-02-14,gut_935_3,70542,15.97,71045.0,0.19781266
2016-02-15,gut_935_3,43148,16.41,44245.0,0.32638264
2016-02-14,gut_935_4,72481,15.59,72997.0,0.18794197
2016-02-15,gut_935_4,42280,15.63,43308.0,0.3175949
2016-02-14,gut_935_5,110061,52.29,110847.0,0.41512356
2016-02-15,gut_935_5,62615,48.83,65220.0,0.65885314
2016-02-14,gut_936_1,3376,0.9,3400.0,0.23294117
2016-02-15,gut_936_1,9439,1.98,10030.0,0.17371885
2016-02-15,gut_936_2,22,0.0,18.0,0.0
2016-02-14,gut_936_3,5171,1.22,5208.0,0.2061444
2016-02-15,gut_936_3,13762,2.52,14536.0,0.15255916
2016-02-14,gut_936_4,5160,1.14,5197.0,0.19303444
2016-02-15,gut_936_4,13822,2.46,14609.0,0.14818263
2016-02-14,gut_936_5,6968,2.56,7018.0,0.32100313
2016-02-15,gut_936_5,17844,5.08,18896.0,0.23657917
2016-02-14,gut_937_1,576,0.11,580.0,0.16689655
2016-02-15,gut_937_1,1339,0.27,1415.0,0.1679152
2016-02-14,gut_937_3,819,0.15,825.0,0.16000001
2016-02-15,gut_937_3,2135,0.39,2240.0,0.15321428
2016-02-14,gut_937_4,838,0.15,844.0,0.15639811
2016-02-15,gut_937_4,2135,0.37,2236.0,0.14561718
2016-02-14,gut_937_5,1078,0.29,1086.0,0.23499079
2016-02-15,gut_937_5,2542,0.67,2683.0,0.21975401
2016-02-14,gut_938_5,31,0.04,31.0,1.13548385
2016-02-15,gut_938_5,23,0.04,25.0,1.40799997
2016-02-14,gut_940_1,58178,16.77,58595.0,0.25185767
2016-02-15,gut_940_1,69926,17.78,73331.0,0.2133668
2016-02-15,gut_940_2,19,0.0,11.0,0.0
2016-02-14,gut_940_3,27228,6.03,27423.0,0.19350181
2016-02-15,gut_940_3,33672,6.82,35121.0,0.17088352
2016-02-14,gut_940_4,25713,5.44,25897.0,0.18485539
2016-02-15,gut_940_4,31462,6.21,32834.0,0.16643723
2016-02-14,gut_949_1,62121,18.6,62564.0,0.26162011
2016-02-15,gut_949_1,76548,19.95,80775.0,0.21734448
2016-02-14,gut_949_4,61266,13.22,61704.0,0.18853883
2016-02-15,gut_949_4,76224,15.41,79857.0,0.16981354
2016-02-14,gut_949_5,71249,24.19,71758.0,0.29665264
2016-02-15,gut_949_5,86119,25.7,90573.0,0.24969915
2016-02-14,gut_950_1,8893,1.51,8957.0,0.14835324
2016-02-15,gut_950_1,11700,2.11,12341.0,0.15045782
2016-02-14,gut_950_3,7461,0.73,7506.0,0.08558487
2016-02-15,gut_950_3,9130,0.92,9626.0,0.08410555
2016-02-14,gut_950_4,7647,0.75,7692.0,0.08580343
2016-02-15,gut_950_4,9566,1.04,10078.0,0.09081167
2016-02-14,gut_950_5,21934,8.66,22090.0,0.34498868
2016-02-15,gut_950_5,24903,8.94,26232.0,0.29990849
2016-02-14,gut_at_m_3_1,15901,2.09,16015.0,0.11484233
2016-02-15,gut_at_m_3_1,4060,0.69,4125.0,0.1472
2016-02-14,gut_at_m_3_3,31807,6.57,32034.0,0.18048324
2016-02-15,gut_at_m_3_3,7172,1.74,7662.0,0.19984338
2016-02-14,gut_at_m_5_1,654,0.25,659.0,0.33383915
2016-02-15,gut_at_m_5_1,470,0.18,502.0,0.31553786
2016-02-14,gut_bro_m_25_1,2941,0.23,2962.0,0.06833221
2016-02-15,gut_bro_m_25_1,1867,0.13,1789.0,0.06394634
2016-02-14,gut_bro_m_25_3,4357,0.8,4388.0,0.16043756
2016-02-15,gut_bro_m_25_3,3397,0.64,3629.0,0.15519426
2016-02-14,gut_bro_m_39_1,77,0.01,69.0,0.12753623
2016-02-15,gut_bro_m_39_1,63,0.0,54.0,0.0
2016-02-14,gut_bro_m_39_3,141,0.02,142.0,0.12394366
2016-02-15,gut_bro_m_39_3,117,0.02,125.0,0.1408
2016-02-14,gut_bud_m_1_1,77,0.01,78.0,0.11282051
2016-02-15,gut_bud_m_1_1,88,0.01,94.0,0.09361702
2016-02-14,gut_bud_m_1_3,91,0.01,92.0,0.09565217
2016-02-15,gut_bud_m_1_3,104,0.02,111.0,0.15855856
2016-02-14,gut_cs_m_2_1,12211,0.82,12292.0,0.05870485
2016-02-15,gut_cs_m_2_1,5947,0.46,6345.0,0.06379827
2016-02-14,gut_cs_m_2_3,29982,4.28,30196.0,0.12473176
2016-02-15,gut_cs_m_2_3,14133,1.96,15099.0,0.11423273
2016-02-14,gut_cs_m_33_3,82,0.01,83.0,0.10602409
2016-02-15,gut_cs_m_33_3,31,0.01,33.0,0.26666666
2016-02-14,gut_els_m_11_1,17092,2.14,17214.0,0.10939933
2016-02-15,gut_els_m_11_1,23163,2.44,24747.0,0.08676607
2016-02-14,gut_els_m_11_3,54484,9.85,54874.0,0.15796188
2016-02-15,gut_els_m_11_3,72381,11.03,77330.0,0.1255192
2016-02-14,gut_els_m_12_1,4608,0.73,4641.0,0.13841845
2016-02-15,gut_els_m_12_1,5409,0.55,5779.0,0.08375152
2016-02-14,gut_els_m_12_3,13890,1.74,13989.0,0.10945743
2016-02-15,gut_els_m_12_3,14610,1.62,15609.0,0.09133192
2016-02-14,gut_els_m_13_3,96,0.02,97.0,0.18144329
2016-02-15,gut_els_m_13_3,73,0.01,78.0,0.11282051
2016-02-14,gut_els_m_1_1,828,0.1,834.0,0.10551559
2016-02-15,gut_els_m_1_1,886,0.06,947.0,0.05575501
2016-02-14,gut_els_m_1_3,11508,1.52,11590.0,0.11540983
2016-02-15,gut_els_m_1_3,9705,1.13,10369.0,0.09590124
2016-02-14,gut_end_m_1_3,53417,4.9,53799.0,0.08015019
2016-02-15,gut_end_m_1_3,2823,0.27,3016.0,0.07877984
2016-02-14,gut_end_m_99_1,126,0.03,127.0,0.20787401
